sample_id,label,source_id,file_path,class_index,split
ds10_img002491_ann002491,1000,ds10,02_extracted/uang/1000/ds10_img002491_ann002491.png,0,train
ds10_img002506_ann002506,1000,ds10,02_extracted/uang/1000/ds10_img002506_ann002506.png,0,train
ds10_img002507_ann002507,1000,ds10,02_extracted/uang/1000/ds10_img002507_ann002507.png,0,train
ds10_img002508_ann002508,1000,ds10,02_extracted/uang/1000/ds10_img002508_ann002508.png,0,train
ds10_img002509_ann002509,1000,ds10,02_extracted/uang/1000/ds10_img002509_ann002509.png,0,train
ds10_img002514_ann002514,1000,ds10,02_extracted/uang/1000/ds10_img002514_ann002514.png,0,train
ds10_img002516_ann002516,1000,ds10,02_extracted/uang/1000/ds10_img002516_ann002516.png,0,test
ds10_img002519_ann002519,1000,ds10,02_extracted/uang/1000/ds10_img002519_ann002519.png,0,train
ds10_img002532_ann002532,1000,ds10,02_extracted/uang/1000/ds10_img002532_ann002532.png,0,train
ds10_img002536_ann002536,1000,ds10,02_extracted/uang/1000/ds10_img002536_ann002536.png,0,train
ds10_img002538_ann002538,1000,ds10,02_extracted/uang/1000/ds10_img002538_ann002538.png,0,validation
ds10_img002545_ann002545,1000,ds10,02_extracted/uang/1000/ds10_img002545_ann002545.png,0,train
ds10_img002551_ann002551,1000,ds10,02_extracted/uang/1000/ds10_img002551_ann002551.png,0,validation
ds10_img002552_ann002552,1000,ds10,02_extracted/uang/1000/ds10_img002552_ann002552.png,0,test
ds10_img002560_ann002560,1000,ds10,02_extracted/uang/1000/ds10_img002560_ann002560.png,0,train
ds10_img002561_ann002561,1000,ds10,02_extracted/uang/1000/ds10_img002561_ann002561.png,0,validation
ds10_img002573_ann002573,1000,ds10,02_extracted/uang/1000/ds10_img002573_ann002573.png,0,train
ds10_img002583_ann002583,1000,ds10,02_extracted/uang/1000/ds10_img002583_ann002583.png,0,train
ds10_img002584_ann002584,1000,ds10,02_extracted/uang/1000/ds10_img002584_ann002584.png,0,validation
ds10_img002592_ann002592,1000,ds10,02_extracted/uang/1000/ds10_img002592_ann002592.png,0,train
ds10_img002597_ann002597,1000,ds10,02_extracted/uang/1000/ds10_img002597_ann002597.png,0,train
ds10_img002605_ann002605,1000,ds10,02_extracted/uang/1000/ds10_img002605_ann002605.png,0,train
ds10_img002634_ann002634,1000,ds10,02_extracted/uang/1000/ds10_img002634_ann002634.png,0,train
ds10_img002639_ann002639,1000,ds10,02_extracted/uang/1000/ds10_img002639_ann002639.png,0,train
ds10_img002658_ann002658,1000,ds10,02_extracted/uang/1000/ds10_img002658_ann002658.png,0,train
ds10_img002661_ann002661,1000,ds10,02_extracted/uang/1000/ds10_img002661_ann002661.png,0,train
ds10_img002666_ann002666,1000,ds10,02_extracted/uang/1000/ds10_img002666_ann002666.png,0,train
ds10_img002668_ann002668,1000,ds10,02_extracted/uang/1000/ds10_img002668_ann002668.png,0,train
ds10_img002672_ann002672,1000,ds10,02_extracted/uang/1000/ds10_img002672_ann002672.png,0,train
ds10_img002673_ann002673,1000,ds10,02_extracted/uang/1000/ds10_img002673_ann002673.png,0,train
ds10_img002676_ann002676,1000,ds10,02_extracted/uang/1000/ds10_img002676_ann002676.png,0,train
ds10_img002677_ann002677,1000,ds10,02_extracted/uang/1000/ds10_img002677_ann002677.png,0,train
ds10_img002679_ann002679,1000,ds10,02_extracted/uang/1000/ds10_img002679_ann002679.png,0,train
ds10_img002682_ann002682,1000,ds10,02_extracted/uang/1000/ds10_img002682_ann002682.png,0,train
ds10_img002683_ann002683,1000,ds10,02_extracted/uang/1000/ds10_img002683_ann002683.png,0,train
ds10_img002685_ann002685,1000,ds10,02_extracted/uang/1000/ds10_img002685_ann002685.png,0,train
ds10_img002687_ann002687,1000,ds10,02_extracted/uang/1000/ds10_img002687_ann002687.png,0,train
ds10_img002697_ann002697,1000,ds10,02_extracted/uang/1000/ds10_img002697_ann002697.png,0,test
ds10_img002712_ann002712,1000,ds10,02_extracted/uang/1000/ds10_img002712_ann002712.png,0,train
ds10_img002718_ann002718,1000,ds10,02_extracted/uang/1000/ds10_img002718_ann002718.png,0,train
ds10_img002724_ann002724,1000,ds10,02_extracted/uang/1000/ds10_img002724_ann002724.png,0,train
ds10_img002725_ann002725,1000,ds10,02_extracted/uang/1000/ds10_img002725_ann002725.png,0,train
ds10_img002727_ann002727,1000,ds10,02_extracted/uang/1000/ds10_img002727_ann002727.png,0,validation
ds10_img002735_ann002735,1000,ds10,02_extracted/uang/1000/ds10_img002735_ann002735.png,0,train
ds10_img002737_ann002737,1000,ds10,02_extracted/uang/1000/ds10_img002737_ann002737.png,0,train
ds10_img002738_ann002738,1000,ds10,02_extracted/uang/1000/ds10_img002738_ann002738.png,0,train
ds10_img002743_ann002743,1000,ds10,02_extracted/uang/1000/ds10_img002743_ann002743.png,0,train
ds10_img002749_ann002749,1000,ds10,02_extracted/uang/1000/ds10_img002749_ann002749.png,0,train
ds10_img002751_ann002751,1000,ds10,02_extracted/uang/1000/ds10_img002751_ann002751.png,0,test
ds10_img002765_ann002765,1000,ds10,02_extracted/uang/1000/ds10_img002765_ann002765.png,0,train
ds10_img002787_ann002787,1000,ds10,02_extracted/uang/1000/ds10_img002787_ann002787.png,0,train
ds10_img002789_ann002789,1000,ds10,02_extracted/uang/1000/ds10_img002789_ann002789.png,0,train
ds10_img002790_ann002790,1000,ds10,02_extracted/uang/1000/ds10_img002790_ann002790.png,0,train
ds10_img002791_ann002791,1000,ds10,02_extracted/uang/1000/ds10_img002791_ann002791.png,0,test
ds10_img002801_ann002801,1000,ds10,02_extracted/uang/1000/ds10_img002801_ann002801.png,0,test
ds10_img002810_ann002810,1000,ds10,02_extracted/uang/1000/ds10_img002810_ann002810.png,0,test
ds10_img002816_ann002816,1000,ds10,02_extracted/uang/1000/ds10_img002816_ann002816.png,0,train
ds10_img002819_ann002819,1000,ds10,02_extracted/uang/1000/ds10_img002819_ann002819.png,0,validation
ds10_img002821_ann002821,1000,ds10,02_extracted/uang/1000/ds10_img002821_ann002821.png,0,train
ds10_img002822_ann002822,1000,ds10,02_extracted/uang/1000/ds10_img002822_ann002822.png,0,train
ds10_img002832_ann002831,1000,ds10,02_extracted/uang/1000/ds10_img002832_ann002831.png,0,train
ds10_img002839_ann002838,1000,ds10,02_extracted/uang/1000/ds10_img002839_ann002838.png,0,train
ds10_img002900_ann002899,1000,ds10,02_extracted/uang/1000/ds10_img002900_ann002899.png,0,train
ds10_img002924_ann002923,1000,ds10,02_extracted/uang/1000/ds10_img002924_ann002923.png,0,train
ds10_img002925_ann002924,1000,ds10,02_extracted/uang/1000/ds10_img002925_ann002924.png,0,train
ds10_img002941_ann002940,1000,ds10,02_extracted/uang/1000/ds10_img002941_ann002940.png,0,train
ds10_img002946_ann002945,1000,ds10,02_extracted/uang/1000/ds10_img002946_ann002945.png,0,train
ds10_img002948_ann002947,1000,ds10,02_extracted/uang/1000/ds10_img002948_ann002947.png,0,train
ds10_img002949_ann002948,1000,ds10,02_extracted/uang/1000/ds10_img002949_ann002948.png,0,train
ds10_img002955_ann002954,1000,ds10,02_extracted/uang/1000/ds10_img002955_ann002954.png,0,train
ds10_img002957_ann002956,1000,ds10,02_extracted/uang/1000/ds10_img002957_ann002956.png,0,train
ds10_img002958_ann002957,1000,ds10,02_extracted/uang/1000/ds10_img002958_ann002957.png,0,train
ds10_img002961_ann002960,1000,ds10,02_extracted/uang/1000/ds10_img002961_ann002960.png,0,train
ds10_img002967_ann002966,1000,ds10,02_extracted/uang/1000/ds10_img002967_ann002966.png,0,train
ds10_img002978_ann002977,1000,ds10,02_extracted/uang/1000/ds10_img002978_ann002977.png,0,test
ds10_img002980_ann002979,1000,ds10,02_extracted/uang/1000/ds10_img002980_ann002979.png,0,validation
ds10_img002983_ann002982,1000,ds10,02_extracted/uang/1000/ds10_img002983_ann002982.png,0,test
ds10_img002997_ann002996,1000,ds10,02_extracted/uang/1000/ds10_img002997_ann002996.png,0,train
ds10_img003001_ann003000,1000,ds10,02_extracted/uang/1000/ds10_img003001_ann003000.png,0,train
ds10_img003002_ann003001,1000,ds10,02_extracted/uang/1000/ds10_img003002_ann003001.png,0,train
ds10_img003019_ann003018,1000,ds10,02_extracted/uang/1000/ds10_img003019_ann003018.png,0,train
ds10_img003022_ann003021,1000,ds10,02_extracted/uang/1000/ds10_img003022_ann003021.png,0,train
ds10_img003028_ann003027,1000,ds10,02_extracted/uang/1000/ds10_img003028_ann003027.png,0,train
ds10_img003030_ann003029,1000,ds10,02_extracted/uang/1000/ds10_img003030_ann003029.png,0,train
ds10_img003040_ann003039,1000,ds10,02_extracted/uang/1000/ds10_img003040_ann003039.png,0,train
ds10_img003046_ann003045,1000,ds10,02_extracted/uang/1000/ds10_img003046_ann003045.png,0,train
ds10_img003047_ann003046,1000,ds10,02_extracted/uang/1000/ds10_img003047_ann003046.png,0,train
ds10_img003053_ann003052,1000,ds10,02_extracted/uang/1000/ds10_img003053_ann003052.png,0,train
ds10_img003057_ann003056,1000,ds10,02_extracted/uang/1000/ds10_img003057_ann003056.png,0,test
ds10_img003058_ann003057,1000,ds10,02_extracted/uang/1000/ds10_img003058_ann003057.png,0,test
ds10_img003064_ann003063,1000,ds10,02_extracted/uang/1000/ds10_img003064_ann003063.png,0,test
ds10_img003066_ann003065,1000,ds10,02_extracted/uang/1000/ds10_img003066_ann003065.png,0,train
ds10_img003071_ann003070,1000,ds10,02_extracted/uang/1000/ds10_img003071_ann003070.png,0,train
ds10_img003072_ann003071,1000,ds10,02_extracted/uang/1000/ds10_img003072_ann003071.png,0,train
ds10_img003079_ann003078,1000,ds10,02_extracted/uang/1000/ds10_img003079_ann003078.png,0,test
ds10_img003084_ann003083,1000,ds10,02_extracted/uang/1000/ds10_img003084_ann003083.png,0,train
ds10_img003085_ann003084,1000,ds10,02_extracted/uang/1000/ds10_img003085_ann003084.png,0,train
ds10_img003103_ann003102,1000,ds10,02_extracted/uang/1000/ds10_img003103_ann003102.png,0,validation
ds10_img003104_ann003103,1000,ds10,02_extracted/uang/1000/ds10_img003104_ann003103.png,0,test
ds10_img003114_ann003113,1000,ds10,02_extracted/uang/1000/ds10_img003114_ann003113.png,0,test
ds10_img003133_ann003132,1000,ds10,02_extracted/uang/1000/ds10_img003133_ann003132.png,0,test
ds10_img003150_ann003149,1000,ds10,02_extracted/uang/1000/ds10_img003150_ann003149.png,0,train
ds10_img003154_ann003153,1000,ds10,02_extracted/uang/1000/ds10_img003154_ann003153.png,0,train
ds10_img003156_ann003155,1000,ds10,02_extracted/uang/1000/ds10_img003156_ann003155.png,0,train
ds10_img003199_ann003198,1000,ds10,02_extracted/uang/1000/ds10_img003199_ann003198.png,0,train
ds10_img003200_ann003199,1000,ds10,02_extracted/uang/1000/ds10_img003200_ann003199.png,0,train
ds10_img003205_ann003204,1000,ds10,02_extracted/uang/1000/ds10_img003205_ann003204.png,0,train
ds10_img003230_ann003229,1000,ds10,02_extracted/uang/1000/ds10_img003230_ann003229.png,0,train
ds10_img003241_ann003240,1000,ds10,02_extracted/uang/1000/ds10_img003241_ann003240.png,0,train
ds10_img003247_ann003246,1000,ds10,02_extracted/uang/1000/ds10_img003247_ann003246.png,0,train
ds10_img003256_ann003255,1000,ds10,02_extracted/uang/1000/ds10_img003256_ann003255.png,0,train
ds10_img003263_ann003262,1000,ds10,02_extracted/uang/1000/ds10_img003263_ann003262.png,0,train
ds10_img003270_ann003269,1000,ds10,02_extracted/uang/1000/ds10_img003270_ann003269.png,0,train
ds10_img003300_ann003299,1000,ds10,02_extracted/uang/1000/ds10_img003300_ann003299.png,0,train
ds10_img003313_ann003312,1000,ds10,02_extracted/uang/1000/ds10_img003313_ann003312.png,0,train
ds10_img003318_ann003317,1000,ds10,02_extracted/uang/1000/ds10_img003318_ann003317.png,0,train
ds10_img003325_ann003324,1000,ds10,02_extracted/uang/1000/ds10_img003325_ann003324.png,0,train
ds10_img003331_ann003330,1000,ds10,02_extracted/uang/1000/ds10_img003331_ann003330.png,0,test
ds10_img003336_ann003335,1000,ds10,02_extracted/uang/1000/ds10_img003336_ann003335.png,0,train
ds10_img003339_ann003338,1000,ds10,02_extracted/uang/1000/ds10_img003339_ann003338.png,0,validation
ds10_img003343_ann003342,1000,ds10,02_extracted/uang/1000/ds10_img003343_ann003342.png,0,train
ds10_img003344_ann003343,1000,ds10,02_extracted/uang/1000/ds10_img003344_ann003343.png,0,train
ds10_img003349_ann003348,1000,ds10,02_extracted/uang/1000/ds10_img003349_ann003348.png,0,train
ds10_img003366_ann003365,1000,ds10,02_extracted/uang/1000/ds10_img003366_ann003365.png,0,train
ds10_img003370_ann003369,1000,ds10,02_extracted/uang/1000/ds10_img003370_ann003369.png,0,train
ds10_img003381_ann003380,1000,ds10,02_extracted/uang/1000/ds10_img003381_ann003380.png,0,train
ds10_img003382_ann003381,1000,ds10,02_extracted/uang/1000/ds10_img003382_ann003381.png,0,train
ds10_img003387_ann003386,1000,ds10,02_extracted/uang/1000/ds10_img003387_ann003386.png,0,train
ds10_img003389_ann003388,1000,ds10,02_extracted/uang/1000/ds10_img003389_ann003388.png,0,train
ds10_img003390_ann003389,1000,ds10,02_extracted/uang/1000/ds10_img003390_ann003389.png,0,train
ds10_img003399_ann003398,1000,ds10,02_extracted/uang/1000/ds10_img003399_ann003398.png,0,validation
ds10_img003430_ann003429,1000,ds10,02_extracted/uang/1000/ds10_img003430_ann003429.png,0,train
ds10_img003432_ann003431,1000,ds10,02_extracted/uang/1000/ds10_img003432_ann003431.png,0,train
ds10_img003434_ann003433,1000,ds10,02_extracted/uang/1000/ds10_img003434_ann003433.png,0,train
ds10_img003435_ann003434,1000,ds10,02_extracted/uang/1000/ds10_img003435_ann003434.png,0,train
ds10_img003442_ann003441,1000,ds10,02_extracted/uang/1000/ds10_img003442_ann003441.png,0,train
ds10_img003455_ann003454,1000,ds10,02_extracted/uang/1000/ds10_img003455_ann003454.png,0,validation
ds10_img003459_ann003458,1000,ds10,02_extracted/uang/1000/ds10_img003459_ann003458.png,0,validation
ds10_img003468_ann003467,1000,ds10,02_extracted/uang/1000/ds10_img003468_ann003467.png,0,train
ds10_img003471_ann003470,1000,ds10,02_extracted/uang/1000/ds10_img003471_ann003470.png,0,test
ds10_img003472_ann003471,1000,ds10,02_extracted/uang/1000/ds10_img003472_ann003471.png,0,train
ds10_img003485_ann003483,1000,ds10,02_extracted/uang/1000/ds10_img003485_ann003483.png,0,train
ds10_img003488_ann003486,1000,ds10,02_extracted/uang/1000/ds10_img003488_ann003486.png,0,train
ds10_img003494_ann003492,1000,ds10,02_extracted/uang/1000/ds10_img003494_ann003492.png,0,train
ds10_img003495_ann003493,1000,ds10,02_extracted/uang/1000/ds10_img003495_ann003493.png,0,train
ds10_img003498_ann003496,1000,ds10,02_extracted/uang/1000/ds10_img003498_ann003496.png,0,train
ds10_img003533_ann003530,1000,ds10,02_extracted/uang/1000/ds10_img003533_ann003530.png,0,validation
ds10_img003555_ann003552,1000,ds10,02_extracted/uang/1000/ds10_img003555_ann003552.png,0,train
ds10_img003556_ann003553,1000,ds10,02_extracted/uang/1000/ds10_img003556_ann003553.png,0,train
ds10_img003559_ann003556,1000,ds10,02_extracted/uang/1000/ds10_img003559_ann003556.png,0,train
ds10_img003563_ann003560,1000,ds10,02_extracted/uang/1000/ds10_img003563_ann003560.png,0,train
ds10_img003566_ann003563,1000,ds10,02_extracted/uang/1000/ds10_img003566_ann003563.png,0,train
ds10_img003567_ann003564,1000,ds10,02_extracted/uang/1000/ds10_img003567_ann003564.png,0,train
ds10_img003569_ann003566,1000,ds10,02_extracted/uang/1000/ds10_img003569_ann003566.png,0,test
ds10_img003573_ann003570,1000,ds10,02_extracted/uang/1000/ds10_img003573_ann003570.png,0,train
ds10_img003574_ann003571,1000,ds10,02_extracted/uang/1000/ds10_img003574_ann003571.png,0,test
ds10_img003579_ann003576,1000,ds10,02_extracted/uang/1000/ds10_img003579_ann003576.png,0,test
ds10_img003580_ann003577,1000,ds10,02_extracted/uang/1000/ds10_img003580_ann003577.png,0,test
ds10_img003582_ann003579,1000,ds10,02_extracted/uang/1000/ds10_img003582_ann003579.png,0,test
ds10_img003599_ann003595,1000,ds10,02_extracted/uang/1000/ds10_img003599_ann003595.png,0,train
ds10_img003608_ann003604,1000,ds10,02_extracted/uang/1000/ds10_img003608_ann003604.png,0,train
ds10_img003614_ann003610,1000,ds10,02_extracted/uang/1000/ds10_img003614_ann003610.png,0,train
ds10_img003615_ann003611,1000,ds10,02_extracted/uang/1000/ds10_img003615_ann003611.png,0,train
ds10_img003617_ann003613,1000,ds10,02_extracted/uang/1000/ds10_img003617_ann003613.png,0,train
ds10_img003638_ann003634,1000,ds10,02_extracted/uang/1000/ds10_img003638_ann003634.png,0,train
ds10_img003645_ann003641,1000,ds10,02_extracted/uang/1000/ds10_img003645_ann003641.png,0,train
ds10_img003648_ann003644,1000,ds10,02_extracted/uang/1000/ds10_img003648_ann003644.png,0,train
ds10_img003649_ann003645,1000,ds10,02_extracted/uang/1000/ds10_img003649_ann003645.png,0,train
ds10_img003650_ann003646,1000,ds10,02_extracted/uang/1000/ds10_img003650_ann003646.png,0,train
ds10_img003653_ann003649,1000,ds10,02_extracted/uang/1000/ds10_img003653_ann003649.png,0,train
ds10_img003655_ann003651,1000,ds10,02_extracted/uang/1000/ds10_img003655_ann003651.png,0,train
ds10_img003667_ann003663,1000,ds10,02_extracted/uang/1000/ds10_img003667_ann003663.png,0,train
ds10_img003679_ann003675,1000,ds10,02_extracted/uang/1000/ds10_img003679_ann003675.png,0,train
ds10_img003687_ann003683,1000,ds10,02_extracted/uang/1000/ds10_img003687_ann003683.png,0,train
ds10_img003688_ann003684,1000,ds10,02_extracted/uang/1000/ds10_img003688_ann003684.png,0,test
ds10_img003693_ann003689,1000,ds10,02_extracted/uang/1000/ds10_img003693_ann003689.png,0,validation
ds10_img003696_ann003692,1000,ds10,02_extracted/uang/1000/ds10_img003696_ann003692.png,0,train
ds10_img003699_ann003695,1000,ds10,02_extracted/uang/1000/ds10_img003699_ann003695.png,0,train
ds10_img003703_ann003699,1000,ds10,02_extracted/uang/1000/ds10_img003703_ann003699.png,0,validation
ds1_img000001_ann000001,1000,ds1,02_extracted/uang/1000/ds1_img000001_ann000001.png,0,train
ds1_img000015_ann000015,1000,ds1,02_extracted/uang/1000/ds1_img000015_ann000015.png,0,train
ds1_img000016_ann000016,1000,ds1,02_extracted/uang/1000/ds1_img000016_ann000016.png,0,train
ds1_img000026_ann000026,1000,ds1,02_extracted/uang/1000/ds1_img000026_ann000026.png,0,train
ds1_img000033_ann000033,1000,ds1,02_extracted/uang/1000/ds1_img000033_ann000033.png,0,train
ds1_img000038_ann000038,1000,ds1,02_extracted/uang/1000/ds1_img000038_ann000038.png,0,train
ds1_img000042_ann000042,1000,ds1,02_extracted/uang/1000/ds1_img000042_ann000042.png,0,train
ds1_img000048_ann000048,1000,ds1,02_extracted/uang/1000/ds1_img000048_ann000048.png,0,validation
ds1_img000055_ann000055,1000,ds1,02_extracted/uang/1000/ds1_img000055_ann000055.png,0,train
ds1_img000068_ann000068,1000,ds1,02_extracted/uang/1000/ds1_img000068_ann000068.png,0,train
ds1_img000072_ann000072,1000,ds1,02_extracted/uang/1000/ds1_img000072_ann000072.png,0,test
ds1_img000074_ann000074,1000,ds1,02_extracted/uang/1000/ds1_img000074_ann000074.png,0,train
ds1_img000088_ann000088,1000,ds1,02_extracted/uang/1000/ds1_img000088_ann000088.png,0,train
ds1_img000100_ann000100,1000,ds1,02_extracted/uang/1000/ds1_img000100_ann000100.png,0,train
ds1_img000106_ann000106,1000,ds1,02_extracted/uang/1000/ds1_img000106_ann000106.png,0,train
ds1_img000121_ann000121,1000,ds1,02_extracted/uang/1000/ds1_img000121_ann000121.png,0,train
ds1_img000130_ann000130,1000,ds1,02_extracted/uang/1000/ds1_img000130_ann000130.png,0,train
ds1_img000137_ann000137,1000,ds1,02_extracted/uang/1000/ds1_img000137_ann000137.png,0,train
ds1_img000141_ann000141,1000,ds1,02_extracted/uang/1000/ds1_img000141_ann000141.png,0,train
ds1_img000146_ann000146,1000,ds1,02_extracted/uang/1000/ds1_img000146_ann000146.png,0,train
ds1_img000151_ann000151,1000,ds1,02_extracted/uang/1000/ds1_img000151_ann000151.png,0,train
ds1_img000166_ann000166,1000,ds1,02_extracted/uang/1000/ds1_img000166_ann000166.png,0,train
ds1_img000170_ann000170,1000,ds1,02_extracted/uang/1000/ds1_img000170_ann000170.png,0,train
ds1_img000173_ann000173,1000,ds1,02_extracted/uang/1000/ds1_img000173_ann000173.png,0,train
ds1_img000174_ann000174,1000,ds1,02_extracted/uang/1000/ds1_img000174_ann000174.png,0,validation
ds1_img000185_ann000185,1000,ds1,02_extracted/uang/1000/ds1_img000185_ann000185.png,0,train
ds1_img000194_ann000194,1000,ds1,02_extracted/uang/1000/ds1_img000194_ann000194.png,0,train
ds1_img000204_ann000204,1000,ds1,02_extracted/uang/1000/ds1_img000204_ann000204.png,0,train
ds1_img000210_ann000210,1000,ds1,02_extracted/uang/1000/ds1_img000210_ann000210.png,0,train
ds1_img000211_ann000211,1000,ds1,02_extracted/uang/1000/ds1_img000211_ann000211.png,0,train
ds1_img000216_ann000216,1000,ds1,02_extracted/uang/1000/ds1_img000216_ann000216.png,0,train
ds1_img000228_ann000228,1000,ds1,02_extracted/uang/1000/ds1_img000228_ann000228.png,0,train
ds1_img000229_ann000229,1000,ds1,02_extracted/uang/1000/ds1_img000229_ann000229.png,0,validation
ds1_img000231_ann000231,1000,ds1,02_extracted/uang/1000/ds1_img000231_ann000231.png,0,validation
ds1_img000232_ann000232,1000,ds1,02_extracted/uang/1000/ds1_img000232_ann000232.png,0,train
ds1_img000250_ann000250,1000,ds1,02_extracted/uang/1000/ds1_img000250_ann000250.png,0,train
ds1_img000253_ann000253,1000,ds1,02_extracted/uang/1000/ds1_img000253_ann000253.png,0,test
ds1_img000254_ann000254,1000,ds1,02_extracted/uang/1000/ds1_img000254_ann000254.png,0,test
ds1_img000255_ann000255,1000,ds1,02_extracted/uang/1000/ds1_img000255_ann000255.png,0,train
ds1_img000257_ann000257,1000,ds1,02_extracted/uang/1000/ds1_img000257_ann000257.png,0,validation
ds1_img000265_ann000265,1000,ds1,02_extracted/uang/1000/ds1_img000265_ann000265.png,0,train
ds1_img000281_ann000281,1000,ds1,02_extracted/uang/1000/ds1_img000281_ann000281.png,0,train
ds1_img000300_ann000300,1000,ds1,02_extracted/uang/1000/ds1_img000300_ann000300.png,0,train
ds1_img000301_ann000301,1000,ds1,02_extracted/uang/1000/ds1_img000301_ann000301.png,0,train
ds1_img000308_ann000308,1000,ds1,02_extracted/uang/1000/ds1_img000308_ann000308.png,0,train
ds1_img000310_ann000310,1000,ds1,02_extracted/uang/1000/ds1_img000310_ann000310.png,0,validation
ds1_img000318_ann000318,1000,ds1,02_extracted/uang/1000/ds1_img000318_ann000318.png,0,train
ds1_img000327_ann000327,1000,ds1,02_extracted/uang/1000/ds1_img000327_ann000327.png,0,train
ds1_img000331_ann000331,1000,ds1,02_extracted/uang/1000/ds1_img000331_ann000331.png,0,train
ds1_img000350_ann000350,1000,ds1,02_extracted/uang/1000/ds1_img000350_ann000350.png,0,train
ds1_img000358_ann000358,1000,ds1,02_extracted/uang/1000/ds1_img000358_ann000358.png,0,train
ds1_img000359_ann000359,1000,ds1,02_extracted/uang/1000/ds1_img000359_ann000359.png,0,train
ds1_img000360_ann000360,1000,ds1,02_extracted/uang/1000/ds1_img000360_ann000360.png,0,train
ds1_img000362_ann000362,1000,ds1,02_extracted/uang/1000/ds1_img000362_ann000362.png,0,train
ds1_img000363_ann000363,1000,ds1,02_extracted/uang/1000/ds1_img000363_ann000363.png,0,train
ds1_img000367_ann000367,1000,ds1,02_extracted/uang/1000/ds1_img000367_ann000367.png,0,train
