sample_id,label,source_id,file_path,selected
nm_000000007171,nonuang,ds11,raw_dataset/non_uang/000000007171.jpg,True
nm_000000007173,nonuang,ds11,raw_dataset/non_uang/000000007173.jpg,True
nm_000000007226,nonuang,ds11,raw_dataset/non_uang/000000007226.jpg,False
nm_000000007292,nonuang,ds11,raw_dataset/non_uang/000000007292.jpg,True
nm_000000007334,nonuang,ds11,raw_dataset/non_uang/000000007334.jpg,True
nm_000000007390,nonuang,ds11,raw_dataset/non_uang/000000007390.jpg,False
nm_000000007426,nonuang,ds11,raw_dataset/non_uang/000000007426.jpg,True
nm_000000007493,nonuang,ds11,raw_dataset/non_uang/000000007493.jpg,False
nm_000000007554,nonuang,ds11,raw_dataset/non_uang/000000007554.jpg,True
nm_000000007591,nonuang,ds11,raw_dataset/non_uang/000000007591.jpg,True
nm_000000007640,nonuang,ds11,raw_dataset/non_uang/000000007640.jpg,False
nm_000000007693,nonuang,ds11,raw_dataset/non_uang/000000007693.jpg,False
nm_000000007995,nonuang,ds11,raw_dataset/non_uang/000000007995.jpg,True
nm_000000008097,nonuang,ds11,raw_dataset/non_uang/000000008097.jpg,True
nm_000000008322,nonuang,ds11,raw_dataset/non_uang/000000008322.jpg,False
nm_000000008413,nonuang,ds11,raw_dataset/non_uang/000000008413.jpg,False
nm_000000008441,nonuang,ds11,raw_dataset/non_uang/000000008441.jpg,True
nm_000000008447,nonuang,ds11,raw_dataset/non_uang/000000008447.jpg,False
nm_000000008601,nonuang,ds11,raw_dataset/non_uang/000000008601.jpg,False
nm_000000008802,nonuang,ds11,raw_dataset/non_uang/000000008802.jpg,True
nm_000000008808,nonuang,ds11,raw_dataset/non_uang/000000008808.jpg,True
nm_000000008826,nonuang,ds11,raw_dataset/non_uang/000000008826.jpg,True
nm_000000008874,nonuang,ds11,raw_dataset/non_uang/000000008874.jpg,False
nm_000000008904,nonuang,ds11,raw_dataset/non_uang/000000008904.jpg,True
nm_000000008976,nonuang,ds11,raw_dataset/non_uang/000000008976.jpg,True
nm_000000008985,nonuang,ds11,raw_dataset/non_uang/000000008985.jpg,True
nm_000000008993,nonuang,ds11,raw_dataset/non_uang/000000008993.jpg,True
nm_000000009046,nonuang,ds11,raw_dataset/non_uang/000000009046.jpg,True
nm_000000009089,nonuang,ds11,raw_dataset/non_uang/000000009089.jpg,False
nm_000000009147,nonuang,ds11,raw_dataset/non_uang/000000009147.jpg,True
nm_000000009179,nonuang,ds11,raw_dataset/non_uang/000000009179.jpg,True
nm_000000009191,nonuang,ds11,raw_dataset/non_uang/000000009191.jpg,True
nm_000000009242,nonuang,ds11,raw_dataset/non_uang/000000009242.jpg,False
nm_000000009255,nonuang,ds11,raw_dataset/non_uang/000000009255.jpg,True
nm_000000009257,nonuang,ds11,raw_dataset/non_uang/000000009257.jpg,False
nm_000000009347,nonuang,ds11,raw_dataset/non_uang/000000009347.jpg,True
nm_000000009410,nonuang,ds11,raw_dataset/non_uang/000000009410.jpg,True
nm_000000009526,nonuang,ds11,raw_dataset/non_uang/000000009526.jpg,True
nm_000000009560,nonuang,ds11,raw_dataset/non_uang/000000009560.jpg,False
nm_000000009601,nonuang,ds11,raw_dataset/non_uang/000000009601.jpg,True
nm_000000009776,nonuang,ds11,raw_dataset/non_uang/000000009776.jpg,True
nm_000000010064,nonuang,ds11,raw_dataset/non_uang/000000010064.jpg,False
nm_000000010228,nonuang,ds11,raw_dataset/non_uang/000000010228.jpg,True
nm_000000010288,nonuang,ds11,raw_dataset/non_uang/000000010288.jpg,True
nm_000000010302,nonuang,ds11,raw_dataset/non_uang/000000010302.jpg,True
nm_000000010364,nonuang,ds11,raw_dataset/non_uang/000000010364.jpg,True
nm_000000010411,nonuang,ds11,raw_dataset/non_uang/000000010411.jpg,True
nm_000000010485,nonuang,ds11,raw_dataset/non_uang/000000010485.jpg,True
nm_000000010575,nonuang,ds11,raw_dataset/non_uang/000000010575.jpg,True
nm_000000010663,nonuang,ds11,raw_dataset/non_uang/000000010663.jpg,False
nm_000000010864,nonuang,ds11,raw_dataset/non_uang/000000010864.jpg,True
nm_000000010911,nonuang,ds11,raw_dataset/non_uang/000000010911.jpg,True
nm_000000010934,nonuang,ds11,raw_dataset/non_uang/000000010934.jpg,False
nm_000000010952,nonuang,ds11,raw_dataset/non_uang/000000010952.jpg,False
nm_000000011001,nonuang,ds11,raw_dataset/non_uang/000000011001.jpg,True
nm_000000011131,nonuang,ds11,raw_dataset/non_uang/000000011131.jpg,True
nm_000000011189,nonuang,ds11,raw_dataset/non_uang/000000011189.jpg,True
nm_000000011259,nonuang,ds11,raw_dataset/non_uang/000000011259.jpg,True
nm_000000011447,nonuang,ds11,raw_dataset/non_uang/000000011447.jpg,False
nm_000000011463,nonuang,ds11,raw_dataset/non_uang/000000011463.jpg,False
nm_000000011676,nonuang,ds11,raw_dataset/non_uang/000000011676.jpg,False
nm_000000011780,nonuang,ds11,raw_dataset/non_uang/000000011780.jpg,True
nm_000000011835,nonuang,ds11,raw_dataset/non_uang/000000011835.jpg,True
nm_000000011864,nonuang,ds11,raw_dataset/non_uang/000000011864.jpg,True
nm_000000011950,nonuang,ds11,raw_dataset/non_uang/000000011950.jpg,True
nm_000000011967,nonuang,ds11,raw_dataset/non_uang/000000011967.jpg,True
nm_000000012000,nonuang,ds11,raw_dataset/non_uang/000000012000.jpg,False
nm_000000012032,nonuang,ds11,raw_dataset/non_uang/000000012032.jpg,False
nm_000000012177,nonuang,ds11,raw_dataset/non_uang/000000012177.jpg,True
nm_000000012247,nonuang,ds11,raw_dataset/non_uang/000000012247.jpg,False
nm_000000012272,nonuang,ds11,raw_dataset/non_uang/000000012272.jpg,True
nm_000000012376,nonuang,ds11,raw_dataset/non_uang/000000012376.jpg,False
nm_000000012380,nonuang,ds11,raw_dataset/non_uang/000000012380.jpg,False
nm_000000012414,nonuang,ds11,raw_dataset/non_uang/000000012414.jpg,False
nm_000000012564,nonuang,ds11,raw_dataset/non_uang/000000012564.jpg,False
nm_000000012588,nonuang,ds11,raw_dataset/non_uang/000000012588.jpg,True
nm_000000012668,nonuang,ds11,raw_dataset/non_uang/000000012668.jpg,True
nm_000000012730,nonuang,ds11,raw_dataset/non_uang/000000012730.jpg,False
nm_000000012802,nonuang,ds11,raw_dataset/non_uang/000000012802.jpg,True
nm_000000012863,nonuang,ds11,raw_dataset/non_uang/000000012863.jpg,True
nm_000000012879,nonuang,ds11,raw_dataset/non_uang/000000012879.jpg,True
nm_000000012963,nonuang,ds11,raw_dataset/non_uang/000000012963.jpg,False
nm_000000013026,nonuang,ds11,raw_dataset/non_uang/000000013026.jpg,True
nm_000000013049,nonuang,ds11,raw_dataset/non_uang/000000013049.jpg,True
nm_000000013116,nonuang,ds11,raw_dataset/non_uang/000000013116.jpg,False
nm_000000013210,nonuang,ds11,raw_dataset/non_uang/000000013210.jpg,True
nm_000000013269,nonuang,ds11,raw_dataset/non_uang/000000013269.jpg,True
nm_000000013288,nonuang,ds11,raw_dataset/non_uang/000000013288.jpg,False
nm_000000013487,nonuang,ds11,raw_dataset/non_uang/000000013487.jpg,False
nm_000000013520,nonuang,ds11,raw_dataset/non_uang/000000013520.jpg,False
nm_000000013560,nonuang,ds11,raw_dataset/non_uang/000000013560.jpg,True
nm_000000013939,nonuang,ds11,raw_dataset/non_uang/000000013939.jpg,False
nm_000000013981,nonuang,ds11,raw_dataset/non_uang/000000013981.jpg,False
nm_000000014058,nonuang,ds11,raw_dataset/non_uang/000000014058.jpg,True
nm_000000014350,nonuang,ds11,raw_dataset/non_uang/000000014350.jpg,False
nm_000000014421,nonuang,ds11,raw_dataset/non_uang/000000014421.jpg,True
nm_000000014545,nonuang,ds11,raw_dataset/non_uang/000000014545.jpg,False
nm_000000014580,nonuang,ds11,raw_dataset/non_uang/000000014580.jpg,True
nm_000000014612,nonuang,ds11,raw_dataset/non_uang/000000014612.jpg,True
nm_000000014675,nonuang,ds11,raw_dataset/non_uang/000000014675.jpg,True
nm_000000014786,nonuang,ds11,raw_dataset/non_uang/000000014786.jpg,True
nm_000000014992,nonuang,ds11,raw_dataset/non_uang/000000014992.jpg,False
nm_000000014994,nonuang,ds11,raw_dataset/non_uang/000000014994.jpg,True
nm_000000015159,nonuang,ds11,raw_dataset/non_uang/000000015159.jpg,True
nm_000000015177,nonuang,ds11,raw_dataset/non_uang/000000015177.jpg,True
nm_000000015361,nonuang,ds11,raw_dataset/non_uang/000000015361.jpg,True
nm_000000015443,nonuang,ds11,raw_dataset/non_uang/000000015443.jpg,True
nm_000000015464,nonuang,ds11,raw_dataset/non_uang/000000015464.jpg,True
nm_000000015568,nonuang,ds11,raw_dataset/non_uang/000000015568.jpg,False
nm_000000015642,nonuang,ds11,raw_dataset/non_uang/000000015642.jpg,True
nm_000000015701,nonuang,ds11,raw_dataset/non_uang/000000015701.jpg,False
nm_000000015758,nonuang,ds11,raw_dataset/non_uang/000000015758.jpg,True
nm_000000015777,nonuang,ds11,raw_dataset/non_uang/000000015777.jpg,True
nm_000000015828,nonuang,ds11,raw_dataset/non_uang/000000015828.jpg,True
nm_000000015945,nonuang,ds11,raw_dataset/non_uang/000000015945.jpg,True
nm_000000015982,nonuang,ds11,raw_dataset/non_uang/000000015982.jpg,True
nm_000000016004,nonuang,ds11,raw_dataset/non_uang/000000016004.jpg,False
nm_000000016035,nonuang,ds11,raw_dataset/non_uang/000000016035.jpg,True
nm_000000016280,nonuang,ds11,raw_dataset/non_uang/000000016280.jpg,True
nm_000000016626,nonuang,ds11,raw_dataset/non_uang/000000016626.jpg,True
nm_000000016656,nonuang,ds11,raw_dataset/non_uang/000000016656.jpg,True
nm_000000016769,nonuang,ds11,raw_dataset/non_uang/000000016769.jpg,False
nm_000000016786,nonuang,ds11,raw_dataset/non_uang/000000016786.jpg,True
nm_000000016853,nonuang,ds11,raw_dataset/non_uang/000000016853.jpg,True
nm_000000016866,nonuang,ds11,raw_dataset/non_uang/000000016866.jpg,True
nm_000000016954,nonuang,ds11,raw_dataset/non_uang/000000016954.jpg,True
nm_000000017022,nonuang,ds11,raw_dataset/non_uang/000000017022.jpg,True
nm_000000017063,nonuang,ds11,raw_dataset/non_uang/000000017063.jpg,True
nm_000000017186,nonuang,ds11,raw_dataset/non_uang/000000017186.jpg,True
nm_000000017263,nonuang,ds11,raw_dataset/non_uang/000000017263.jpg,True
nm_000000017269,nonuang,ds11,raw_dataset/non_uang/000000017269.jpg,False
nm_000000017303,nonuang,ds11,raw_dataset/non_uang/000000017303.jpg,True
nm_000000017314,nonuang,ds11,raw_dataset/non_uang/000000017314.jpg,False
nm_000000017415,nonuang,ds11,raw_dataset/non_uang/000000017415.jpg,True
nm_000000017464,nonuang,ds11,raw_dataset/non_uang/000000017464.jpg,False
nm_000000017469,nonuang,ds11,raw_dataset/non_uang/000000017469.jpg,True
nm_000000017516,nonuang,ds11,raw_dataset/non_uang/000000017516.jpg,False
nm_000000017528,nonuang,ds11,raw_dataset/non_uang/000000017528.jpg,True
nm_000000017631,nonuang,ds11,raw_dataset/non_uang/000000017631.jpg,True
nm_000000017682,nonuang,ds11,raw_dataset/non_uang/000000017682.jpg,True
nm_000000017731,nonuang,ds11,raw_dataset/non_uang/000000017731.jpg,True
nm_000000017786,nonuang,ds11,raw_dataset/non_uang/000000017786.jpg,False
nm_000000017787,nonuang,ds11,raw_dataset/non_uang/000000017787.jpg,False
nm_000000017974,nonuang,ds11,raw_dataset/non_uang/000000017974.jpg,True
nm_000000017976,nonuang,ds11,raw_dataset/non_uang/000000017976.jpg,True
nm_000000018013,nonuang,ds11,raw_dataset/non_uang/000000018013.jpg,False
nm_000000018100,nonuang,ds11,raw_dataset/non_uang/000000018100.jpg,True
nm_000000018181,nonuang,ds11,raw_dataset/non_uang/000000018181.jpg,True
nm_000000018234,nonuang,ds11,raw_dataset/non_uang/000000018234.jpg,False
nm_000000018249,nonuang,ds11,raw_dataset/non_uang/000000018249.jpg,True
nm_000000018286,nonuang,ds11,raw_dataset/non_uang/000000018286.jpg,False
nm_000000018556,nonuang,ds11,raw_dataset/non_uang/000000018556.jpg,False
nm_000000018646,nonuang,ds11,raw_dataset/non_uang/000000018646.jpg,True
nm_000000018729,nonuang,ds11,raw_dataset/non_uang/000000018729.jpg,False
nm_000000018863,nonuang,ds11,raw_dataset/non_uang/000000018863.jpg,False
nm_000000018891,nonuang,ds11,raw_dataset/non_uang/000000018891.jpg,True
nm_000000018985,nonuang,ds11,raw_dataset/non_uang/000000018985.jpg,True
nm_000000019018,nonuang,ds11,raw_dataset/non_uang/000000019018.jpg,False
nm_000000019077,nonuang,ds11,raw_dataset/non_uang/000000019077.jpg,False
nm_000000019105,nonuang,ds11,raw_dataset/non_uang/000000019105.jpg,False
nm_000000019115,nonuang,ds11,raw_dataset/non_uang/000000019115.jpg,True
nm_000000019139,nonuang,ds11,raw_dataset/non_uang/000000019139.jpg,False
nm_000000019340,nonuang,ds11,raw_dataset/non_uang/000000019340.jpg,True
nm_000000019362,nonuang,ds11,raw_dataset/non_uang/000000019362.jpg,True
nm_000000019495,nonuang,ds11,raw_dataset/non_uang/000000019495.jpg,True
nm_000000019561,nonuang,ds11,raw_dataset/non_uang/000000019561.jpg,True
nm_000000019650,nonuang,ds11,raw_dataset/non_uang/000000019650.jpg,True
nm_000000019847,nonuang,ds11,raw_dataset/non_uang/000000019847.jpg,True
nm_000000020009,nonuang,ds11,raw_dataset/non_uang/000000020009.jpg,True
nm_000000020020,nonuang,ds11,raw_dataset/non_uang/000000020020.jpg,False
nm_000000020274,nonuang,ds11,raw_dataset/non_uang/000000020274.jpg,True
nm_000000020290,nonuang,ds11,raw_dataset/non_uang/000000020290.jpg,True
nm_000000020314,nonuang,ds11,raw_dataset/non_uang/000000020314.jpg,True
nm_000000020448,nonuang,ds11,raw_dataset/non_uang/000000020448.jpg,True
nm_000000020503,nonuang,ds11,raw_dataset/non_uang/000000020503.jpg,True
nm_000000020656,nonuang,ds11,raw_dataset/non_uang/000000020656.jpg,False
nm_000000020793,nonuang,ds11,raw_dataset/non_uang/000000020793.jpg,False
nm_000000020872,nonuang,ds11,raw_dataset/non_uang/000000020872.jpg,True
nm_000000020892,nonuang,ds11,raw_dataset/non_uang/000000020892.jpg,True
nm_000000020953,nonuang,ds11,raw_dataset/non_uang/000000020953.jpg,False
nm_000000020988,nonuang,ds11,raw_dataset/non_uang/000000020988.jpg,True
nm_000000021018,nonuang,ds11,raw_dataset/non_uang/000000021018.jpg,False
nm_000000021027,nonuang,ds11,raw_dataset/non_uang/000000021027.jpg,True
nm_000000021064,nonuang,ds11,raw_dataset/non_uang/000000021064.jpg,True
nm_000000021172,nonuang,ds11,raw_dataset/non_uang/000000021172.jpg,True
nm_000000021189,nonuang,ds11,raw_dataset/non_uang/000000021189.jpg,True
nm_000000021225,nonuang,ds11,raw_dataset/non_uang/000000021225.jpg,True
nm_000000021230,nonuang,ds11,raw_dataset/non_uang/000000021230.jpg,False
nm_000000021505,nonuang,ds11,raw_dataset/non_uang/000000021505.jpg,True
nm_000000021519,nonuang,ds11,raw_dataset/non_uang/000000021519.jpg,True
nm_000000021729,nonuang,ds11,raw_dataset/non_uang/000000021729.jpg,True
nm_000000021752,nonuang,ds11,raw_dataset/non_uang/000000021752.jpg,False
nm_000000021781,nonuang,ds11,raw_dataset/non_uang/000000021781.jpg,True
nm_000000021810,nonuang,ds11,raw_dataset/non_uang/000000021810.jpg,True
nm_000000021840,nonuang,ds11,raw_dataset/non_uang/000000021840.jpg,False
nm_000000021898,nonuang,ds11,raw_dataset/non_uang/000000021898.jpg,False
nm_000000021954,nonuang,ds11,raw_dataset/non_uang/000000021954.jpg,True
nm_000000021961,nonuang,ds11,raw_dataset/non_uang/000000021961.jpg,True
nm_000000022053,nonuang,ds11,raw_dataset/non_uang/000000022053.jpg,True
nm_000000022243,nonuang,ds11,raw_dataset/non_uang/000000022243.jpg,True
nm_000000022254,nonuang,ds11,raw_dataset/non_uang/000000022254.jpg,True
nm_000000022260,nonuang,ds11,raw_dataset/non_uang/000000022260.jpg,False
nm_000000022455,nonuang,ds11,raw_dataset/non_uang/000000022455.jpg,True
nm_000000022535,nonuang,ds11,raw_dataset/non_uang/000000022535.jpg,True
nm_000000022745,nonuang,ds11,raw_dataset/non_uang/000000022745.jpg,False
nm_000000022770,nonuang,ds11,raw_dataset/non_uang/000000022770.jpg,True
nm_000000022790,nonuang,ds11,raw_dataset/non_uang/000000022790.jpg,True
nm_000000022800,nonuang,ds11,raw_dataset/non_uang/000000022800.jpg,False
nm_000000022848,nonuang,ds11,raw_dataset/non_uang/000000022848.jpg,False
nm_000000023013,nonuang,ds11,raw_dataset/non_uang/000000023013.jpg,False
nm_000000023037,nonuang,ds11,raw_dataset/non_uang/000000023037.jpg,True
nm_000000023081,nonuang,ds11,raw_dataset/non_uang/000000023081.jpg,True
nm_000000023271,nonuang,ds11,raw_dataset/non_uang/000000023271.jpg,False
nm_000000023340,nonuang,ds11,raw_dataset/non_uang/000000023340.jpg,False
nm_000000023391,nonuang,ds11,raw_dataset/non_uang/000000023391.jpg,True
nm_000000023468,nonuang,ds11,raw_dataset/non_uang/000000023468.jpg,False
nm_000000023499,nonuang,ds11,raw_dataset/non_uang/000000023499.jpg,False
nm_000000023559,nonuang,ds11,raw_dataset/non_uang/000000023559.jpg,True
nm_000000023578,nonuang,ds11,raw_dataset/non_uang/000000023578.jpg,False
nm_000000023634,nonuang,ds11,raw_dataset/non_uang/000000023634.jpg,False
nm_000000023674,nonuang,ds11,raw_dataset/non_uang/000000023674.jpg,True
nm_000000023700,nonuang,ds11,raw_dataset/non_uang/000000023700.jpg,True
nm_000000023762,nonuang,ds11,raw_dataset/non_uang/000000023762.jpg,True
nm_000000023768,nonuang,ds11,raw_dataset/non_uang/000000023768.jpg,True
nm_000000023788,nonuang,ds11,raw_dataset/non_uang/000000023788.jpg,True
nm_000000023809,nonuang,ds11,raw_dataset/non_uang/000000023809.jpg,False
nm_000000023826,nonuang,ds11,raw_dataset/non_uang/000000023826.jpg,False
nm_000000023911,nonuang,ds11,raw_dataset/non_uang/000000023911.jpg,True
nm_000000023959,nonuang,ds11,raw_dataset/non_uang/000000023959.jpg,False
nm_000000023979,nonuang,ds11,raw_dataset/non_uang/000000023979.jpg,False
nm_000000024066,nonuang,ds11,raw_dataset/non_uang/000000024066.jpg,False
nm_000000024075,nonuang,ds11,raw_dataset/non_uang/000000024075.jpg,True
nm_000000024114,nonuang,ds11,raw_dataset/non_uang/000000024114.jpg,False
nm_000000024120,nonuang,ds11,raw_dataset/non_uang/000000024120.jpg,True
nm_000000024178,nonuang,ds11,raw_dataset/non_uang/000000024178.jpg,True
nm_000000024211,nonuang,ds11,raw_dataset/non_uang/000000024211.jpg,True
nm_000000024320,nonuang,ds11,raw_dataset/non_uang/000000024320.jpg,True
nm_000000024332,nonuang,ds11,raw_dataset/non_uang/000000024332.jpg,True
nm_000000024503,nonuang,ds11,raw_dataset/non_uang/000000024503.jpg,True
nm_000000024555,nonuang,ds11,raw_dataset/non_uang/000000024555.jpg,True
nm_000000024654,nonuang,ds11,raw_dataset/non_uang/000000024654.jpg,True
nm_000000024685,nonuang,ds11,raw_dataset/non_uang/000000024685.jpg,True
nm_000000024837,nonuang,ds11,raw_dataset/non_uang/000000024837.jpg,True
nm_000000024941,nonuang,ds11,raw_dataset/non_uang/000000024941.jpg,True
nm_000000024942,nonuang,ds11,raw_dataset/non_uang/000000024942.jpg,True
nm_000000024977,nonuang,ds11,raw_dataset/non_uang/000000024977.jpg,True
nm_000000025064,nonuang,ds11,raw_dataset/non_uang/000000025064.jpg,True
nm_000000025092,nonuang,ds11,raw_dataset/non_uang/000000025092.jpg,True
nm_000000025116,nonuang,ds11,raw_dataset/non_uang/000000025116.jpg,True
nm_000000025197,nonuang,ds11,raw_dataset/non_uang/000000025197.jpg,True
nm_000000025205,nonuang,ds11,raw_dataset/non_uang/000000025205.jpg,True
nm_000000025324,nonuang,ds11,raw_dataset/non_uang/000000025324.jpg,True
nm_000000025472,nonuang,ds11,raw_dataset/non_uang/000000025472.jpg,True
