sample_id,label,source_id,file_path,sha256,status,keep_sample_id
ds10_img002396_ann002396,1000,ds10,02_extracted/uang/1000/ds10_img002396_ann002396.png,37bf41f77432c13be9e64bcfcae16ebb94984cede4f6d0e20cc45c120769a828,keep,ds10_img002396_ann002396
ds10_img002404_ann002404,1000,ds10,02_extracted/uang/1000/ds10_img002404_ann002404.png,08c88c09d21d94fcad60e39e94d2fa10d946cce77d795373892245365035de06,keep,ds10_img002404_ann002404
ds10_img002416_ann002416,1000,ds10,02_extracted/uang/1000/ds10_img002416_ann002416.png,b32ebc454a08db7fb1ada93c7a5ef34a220f2a845970e0296fd5856d20f5209b,keep,ds10_img002416_ann002416
ds10_img002419_ann002419,1000,ds10,02_extracted/uang/1000/ds10_img002419_ann002419.png,41a40406541479e27b58855febcbe921a0292a890d618a8ec96c6c804ae55eb2,keep,ds10_img002419_ann002419
ds10_img002421_ann002421,1000,ds10,02_extracted/uang/1000/ds10_img002421_ann002421.png,e145b0ad5daebefd1f744f8c473148d1d9599741a85e0f72adea3784c98dd988,keep,ds10_img002421_ann002421
ds10_img002426_ann002426,1000,ds10,02_extracted/uang/1000/ds10_img002426_ann002426.png,fdc9dbedfb101fe812e609533ef3ef9d46b2d85b8d370fdc7123de0c69d13218,keep,ds10_img002426_ann002426
ds10_img002435_ann002435,1000,ds10,02_extracted/uang/1000/ds10_img002435_ann002435.png,a583e3330fad98ffaefbf3d6fc41e8916990c161a442c0f44781044c20a8c1f4,keep,ds10_img002435_ann002435
ds10_img002441_ann002441,1000,ds10,02_extracted/uang/1000/ds10_img002441_ann002441.png,649fc311b45888ffe3aab0b9e5402cfb8a6321800d5dd8064a8dab153a0d3d79,keep,ds10_img002441_ann002441
ds10_img002443_ann002443,1000,ds10,02_extracted/uang/1000/ds10_img002443_ann002443.png,9ccf83182d2824e32da76677a1c91e3f667f48e41ff72d50c14b17aa96945c3a,keep,ds10_img002443_ann002443
ds10_img002452_ann002452,1000,ds10,02_extracted/uang/1000/ds10_img002452_ann002452.png,956d378241a432768ddf3e6dc67065471dd2322d4291da2a908bedbc89bb8a1a,keep,ds10_img002452_ann002452
ds10_img002454_ann002454,1000,ds10,02_extracted/uang/1000/ds10_img002454_ann002454.png,53290dceff8aa942df44b412189d47356be2fdf48dc9c507907d53cc8064910b,keep,ds10_img002454_ann002454
ds10_img002456_ann002456,1000,ds10,02_extracted/uang/1000/ds10_img002456_ann002456.png,499155014887f68f538bd3e3d970b119b5653a9cc52e198fc5caeea93857e79f,keep,ds10_img002456_ann002456
ds10_img002459_ann002459,1000,ds10,02_extracted/uang/1000/ds10_img002459_ann002459.png,e2e63f50d148e60f43d55f2321fc58a266f8790ccd4e1f115240a11090b59c46,keep,ds10_img002459_ann002459
ds10_img002486_ann002486,1000,ds10,02_extracted/uang/1000/ds10_img002486_ann002486.png,4557d53e92bdd2a3fe9f80578abd00d3ffece7d7125c6108792ac567abde4621,keep,ds10_img002486_ann002486
ds10_img002491_ann002491,1000,ds10,02_extracted/uang/1000/ds10_img002491_ann002491.png,e1b9279e74f690bb4fa9a22bf56b301a21839f63045bff0b264a1b5f0793381b,keep,ds10_img002491_ann002491
ds10_img002506_ann002506,1000,ds10,02_extracted/uang/1000/ds10_img002506_ann002506.png,b56c03e4f27d4dffed79662636706750c71fc2192a7db27c126290e2b6bb4986,keep,ds10_img002506_ann002506
ds10_img002507_ann002507,1000,ds10,02_extracted/uang/1000/ds10_img002507_ann002507.png,e1e8e7423c842a7ac1fde961bacc4238d0e06fcdede81779c35287ab7f274336,keep,ds10_img002507_ann002507
ds10_img002508_ann002508,1000,ds10,02_extracted/uang/1000/ds10_img002508_ann002508.png,0cd2a1cb1bc596ebf90358994344ba4c631c032ea68fee1f6b350995b8ca73cd,keep,ds10_img002508_ann002508
ds10_img002509_ann002509,1000,ds10,02_extracted/uang/1000/ds10_img002509_ann002509.png,9b6a3ba0ada578be622bbc280eed7dfdc69b2f9b9d79b6b3b9f9bc9a51b687f9,keep,ds10_img002509_ann002509
ds10_img002514_ann002514,1000,ds10,02_extracted/uang/1000/ds10_img002514_ann002514.png,9824b8bf1427c2d44e397cf6f89421e911cf61950862e01999a00655b152d864,keep,ds10_img002514_ann002514
ds10_img002516_ann002516,1000,ds10,02_extracted/uang/1000/ds10_img002516_ann002516.png,b244ed8f8a3b2e8b4b4ee77aca821dd7a86e392ceda66b8f09f69041d514be47,keep,ds10_img002516_ann002516
ds10_img002519_ann002519,1000,ds10,02_extracted/uang/1000/ds10_img002519_ann002519.png,b00c51f8ea685b749c120695bec0f44c9f79965f51a9348b0580b2d70f44c92a,keep,ds10_img002519_ann002519
ds10_img002532_ann002532,1000,ds10,02_extracted/uang/1000/ds10_img002532_ann002532.png,d908e36648c47123b0f2950f9a6008a2f3e1d420d37a170eeacd383c3a644944,keep,ds10_img002532_ann002532
ds10_img002536_ann002536,1000,ds10,02_extracted/uang/1000/ds10_img002536_ann002536.png,b902cd12df7f37eba6ea7865d661ada10f9752162ba440682a84710de394e069,keep,ds10_img002536_ann002536
ds10_img002538_ann002538,1000,ds10,02_extracted/uang/1000/ds10_img002538_ann002538.png,4f7645816f2dfc59ac72aefaadd1be93b031a6f7576d6c03efabd36dc6dd7922,keep,ds10_img002538_ann002538
ds10_img002545_ann002545,1000,ds10,02_extracted/uang/1000/ds10_img002545_ann002545.png,ea34551efc75ae219ed080e51468d756a6f54b1ccd4ae3dc61ab5b2aa9038ffa,keep,ds10_img002545_ann002545
ds10_img002551_ann002551,1000,ds10,02_extracted/uang/1000/ds10_img002551_ann002551.png,06afc13a06494446b5b9f269a200d6e7377b3c907fcd562611cfe1bce55962bd,keep,ds10_img002551_ann002551
ds10_img002552_ann002552,1000,ds10,02_extracted/uang/1000/ds10_img002552_ann002552.png,56f945a263c500e86d822ce1803392b4d0edf20ea8398b11175d49f6c762dbe8,keep,ds10_img002552_ann002552
ds10_img002560_ann002560,1000,ds10,02_extracted/uang/1000/ds10_img002560_ann002560.png,b6b9d71817618d2e9c62a514c7089f461fe91c714f349ec5cdcb2526a7c190d9,keep,ds10_img002560_ann002560
ds10_img002561_ann002561,1000,ds10,02_extracted/uang/1000/ds10_img002561_ann002561.png,61e0d2e7ea365e0e4e295a00845a69d61d11e003870d48b9f989a9671d36dbd9,keep,ds10_img002561_ann002561
ds10_img002573_ann002573,1000,ds10,02_extracted/uang/1000/ds10_img002573_ann002573.png,8f0289f81400841e5c4aa712858b2dbb8aed89acad5f68f394f575cd6dd311a0,keep,ds10_img002573_ann002573
ds10_img002583_ann002583,1000,ds10,02_extracted/uang/1000/ds10_img002583_ann002583.png,28a462fc8416d868c8a990f1468d7f6dcb7272042408a14f41a6d1f170bc95d4,keep,ds10_img002583_ann002583
ds10_img002584_ann002584,1000,ds10,02_extracted/uang/1000/ds10_img002584_ann002584.png,8a422f3aebed73f4f237b3893786cfbae66ae58d3858cccd645764877ef20e1f,keep,ds10_img002584_ann002584
ds10_img002592_ann002592,1000,ds10,02_extracted/uang/1000/ds10_img002592_ann002592.png,9b5a2f95b8e7866d9f161c71ad07ada4b60e8b58f1abb48bf50b76ed54ce8272,keep,ds10_img002592_ann002592
ds10_img002597_ann002597,1000,ds10,02_extracted/uang/1000/ds10_img002597_ann002597.png,685f9936814a6efd72fa78a2099f5a02802a3c29216dcf658311a9ea663d1e71,keep,ds10_img002597_ann002597
ds10_img002605_ann002605,1000,ds10,02_extracted/uang/1000/ds10_img002605_ann002605.png,b8053335bedc39aaab946b68ee903ec0ad3ecc7c959934105bf1736048c84e09,keep,ds10_img002605_ann002605
ds10_img002634_ann002634,1000,ds10,02_extracted/uang/1000/ds10_img002634_ann002634.png,acc06b1d4fcb04a14d691da8b338ae766d7cf34e57b8f0094b79b51f53776ebf,keep,ds10_img002634_ann002634
ds10_img002639_ann002639,1000,ds10,02_extracted/uang/1000/ds10_img002639_ann002639.png,35f3515866b5c63ed66b4c1e392e7cd39c3d8240d9e749f3ab089b354bc861d7,keep,ds10_img002639_ann002639
ds10_img002658_ann002658,1000,ds10,02_extracted/uang/1000/ds10_img002658_ann002658.png,9ab7e7fe7e9541f287812d669a4b8185b08d2ebade47f3ad5bcad244b77bdec3,keep,ds10_img002658_ann002658
ds10_img002661_ann002661,1000,ds10,02_extracted/uang/1000/ds10_img002661_ann002661.png,d7bd07e641d4d07248c1f2eb21fcadc01fd9e7615172cd78968336293e477036,keep,ds10_img002661_ann002661
ds10_img002666_ann002666,1000,ds10,02_extracted/uang/1000/ds10_img002666_ann002666.png,1fa48794b5785cfec517a38614a2086a5ffa37953500693ecbce02dd588a27e1,keep,ds10_img002666_ann002666
ds10_img002668_ann002668,1000,ds10,02_extracted/uang/1000/ds10_img002668_ann002668.png,839c4e84f4d2ddf89591288f7be0110a862b2e958b6af3c727570ce5d0d16625,keep,ds10_img002668_ann002668
ds10_img002672_ann002672,1000,ds10,02_extracted/uang/1000/ds10_img002672_ann002672.png,530a59149d17eea7325ad3472811119a54e7013cdcc0634fa627132193781dfc,keep,ds10_img002672_ann002672
ds10_img002673_ann002673,1000,ds10,02_extracted/uang/1000/ds10_img002673_ann002673.png,364d35983c1d40a4f6afe40fb8507d951fcc1856e9ae0b915964176798783df8,keep,ds10_img002673_ann002673
ds10_img002676_ann002676,1000,ds10,02_extracted/uang/1000/ds10_img002676_ann002676.png,b3cd3866afd9166c9a948e1f07c2c99b42f17adaa8176415757bd22870d927e3,keep,ds10_img002676_ann002676
ds10_img002677_ann002677,1000,ds10,02_extracted/uang/1000/ds10_img002677_ann002677.png,49e2cd265e0be9774d42c55bda1d788a9edd68cd24a04cc1aefcd7871759407b,keep,ds10_img002677_ann002677
ds10_img002679_ann002679,1000,ds10,02_extracted/uang/1000/ds10_img002679_ann002679.png,cd7292d2a9d5ab9505ac17fdbc14e5567112bbb3636a46f2372b70ec26d22bfe,keep,ds10_img002679_ann002679
ds10_img002682_ann002682,1000,ds10,02_extracted/uang/1000/ds10_img002682_ann002682.png,3bcb84daeae57dfb19d4b4a9dd9d6a7cf97d7d4c4d5ea5645c2c513c01da909c,keep,ds10_img002682_ann002682
ds10_img002683_ann002683,1000,ds10,02_extracted/uang/1000/ds10_img002683_ann002683.png,1f709465ff69ea798e8151571464467cc2a98cdebf0fcdddd59efea0b1f7b5f6,keep,ds10_img002683_ann002683
ds10_img002685_ann002685,1000,ds10,02_extracted/uang/1000/ds10_img002685_ann002685.png,9acb3c17c3d2fc5a6add70bfd6b7aa3d3c3e4ebb89e4bbfac15323887800f820,keep,ds10_img002685_ann002685
ds10_img002687_ann002687,1000,ds10,02_extracted/uang/1000/ds10_img002687_ann002687.png,52ce92d6981ae69b1db01256c22af8a17fc063f71e724a61f801f889fc4a475f,keep,ds10_img002687_ann002687
ds10_img002697_ann002697,1000,ds10,02_extracted/uang/1000/ds10_img002697_ann002697.png,9cf9b400c804dda53c3ed13fbb41045cd9f65a3d191ef32117e5379e5d0f85df,keep,ds10_img002697_ann002697
ds10_img002712_ann002712,1000,ds10,02_extracted/uang/1000/ds10_img002712_ann002712.png,302cde54e82464d0809a1bc5bb3f8dbecae3992133882a574122de080108d958,keep,ds10_img002712_ann002712
ds10_img002718_ann002718,1000,ds10,02_extracted/uang/1000/ds10_img002718_ann002718.png,75ca662a018343376151b8a30e77a6d6092c846ac8913655fd7082f040b6ab66,keep,ds10_img002718_ann002718
ds10_img002724_ann002724,1000,ds10,02_extracted/uang/1000/ds10_img002724_ann002724.png,bfcae118467191e95033a3aac91b6ffe6eb81fe46467775c62757aff2a7ac1bf,keep,ds10_img002724_ann002724
ds10_img002725_ann002725,1000,ds10,02_extracted/uang/1000/ds10_img002725_ann002725.png,882ebc8cca9bd121f03daaae3a524182ce9faf903ae173719699a0a055fb104a,keep,ds10_img002725_ann002725
ds10_img002727_ann002727,1000,ds10,02_extracted/uang/1000/ds10_img002727_ann002727.png,96f2e58b899d10b66294bb0a47f524cc7923dd0a12e5c725b4ed775110c7dae0,keep,ds10_img002727_ann002727
ds10_img002735_ann002735,1000,ds10,02_extracted/uang/1000/ds10_img002735_ann002735.png,84a0affa0b8b57d69d26b5a35d30d67a749c49c3ea99a5237d9444bc119bb779,keep,ds10_img002735_ann002735
ds10_img002737_ann002737,1000,ds10,02_extracted/uang/1000/ds10_img002737_ann002737.png,10431af94b98c4fd1fc6f3eb5c3e9865664abdbcedcf81767579af05c4f60cbe,keep,ds10_img002737_ann002737
ds10_img002738_ann002738,1000,ds10,02_extracted/uang/1000/ds10_img002738_ann002738.png,7429abed1bf55bef99c8e20563f17edb101c9152b0c91caa1df558201694e4e3,keep,ds10_img002738_ann002738
ds10_img002743_ann002743,1000,ds10,02_extracted/uang/1000/ds10_img002743_ann002743.png,9ca3beb0a847515bbbbb760942aa0491fe4e1fb79b794566186b829fa781d7bb,keep,ds10_img002743_ann002743
ds10_img002749_ann002749,1000,ds10,02_extracted/uang/1000/ds10_img002749_ann002749.png,0f0cecd751dc0cc66223daed089ff4a81c709097be6bb652d13cef9fe35b7420,keep,ds10_img002749_ann002749
ds10_img002751_ann002751,1000,ds10,02_extracted/uang/1000/ds10_img002751_ann002751.png,601b63ab692d3a7974daf9718f7a9c1ebd6ad7b52c410f1d9a020a1b5502b791,keep,ds10_img002751_ann002751
ds10_img002765_ann002765,1000,ds10,02_extracted/uang/1000/ds10_img002765_ann002765.png,c5c20cf8e8fbf90948b0213bf7b439bce3d82f826d0f97a4f322d27413ffe653,keep,ds10_img002765_ann002765
ds10_img002787_ann002787,1000,ds10,02_extracted/uang/1000/ds10_img002787_ann002787.png,23874df7a3c9a21e560c15942edcbfca9215cf64278523174a748b734aa61575,keep,ds10_img002787_ann002787
ds10_img002789_ann002789,1000,ds10,02_extracted/uang/1000/ds10_img002789_ann002789.png,516a19e5a6ca96bfa2cf39afe08a5340c09078dcd3e00039cb6b2ef345e9f935,keep,ds10_img002789_ann002789
ds10_img002790_ann002790,1000,ds10,02_extracted/uang/1000/ds10_img002790_ann002790.png,28d08c90ddbeee1b5b8c6759a714dbf4ed1c659f7d8f29ce81528caf463d9729,keep,ds10_img002790_ann002790
ds10_img002791_ann002791,1000,ds10,02_extracted/uang/1000/ds10_img002791_ann002791.png,79007b0a612de548636fa02cc9241c75a8e376e6c3238b6b8958794b905a7ec5,keep,ds10_img002791_ann002791
ds10_img002801_ann002801,1000,ds10,02_extracted/uang/1000/ds10_img002801_ann002801.png,b22b246389388354e4600797ce9fce0de3b29319f52ed88261e724b0bf23c267,keep,ds10_img002801_ann002801
ds10_img002810_ann002810,1000,ds10,02_extracted/uang/1000/ds10_img002810_ann002810.png,64c9a99853c5d95c1d0c4c2568e4a952cc3ba31fb95e9ae832b6598b2c8fd646,keep,ds10_img002810_ann002810
ds10_img002816_ann002816,1000,ds10,02_extracted/uang/1000/ds10_img002816_ann002816.png,2ae17b10e9f4341c1954d4d193b68671cbd4050cdbc272644ac23fbd9c31a7a0,keep,ds10_img002816_ann002816
ds10_img002819_ann002819,1000,ds10,02_extracted/uang/1000/ds10_img002819_ann002819.png,43494089f95b95ef124b7585aebd896deb21c0ac19315c2896a6f59d0178c8b6,keep,ds10_img002819_ann002819
ds10_img002821_ann002821,1000,ds10,02_extracted/uang/1000/ds10_img002821_ann002821.png,8f99a9c0e70e201fec51da9acbc4b22b656dd9493c5c07de48ec3f120b43a42b,keep,ds10_img002821_ann002821
ds10_img002822_ann002822,1000,ds10,02_extracted/uang/1000/ds10_img002822_ann002822.png,cf84da976f49d612bddda6a2bbde99eb8bdf6a205c23a698436a6625153b5980,keep,ds10_img002822_ann002822
ds10_img002832_ann002831,1000,ds10,02_extracted/uang/1000/ds10_img002832_ann002831.png,c14b7f3ea8ef3abcd6523887b5bbfcac5c07df747a07287f1c6200d04c2a5518,keep,ds10_img002832_ann002831
ds10_img002839_ann002838,1000,ds10,02_extracted/uang/1000/ds10_img002839_ann002838.png,810ba009ada6887ee85dbb41dd9c19d47f604cc68e6e9ba161755101f320a4e7,keep,ds10_img002839_ann002838
ds10_img002900_ann002899,1000,ds10,02_extracted/uang/1000/ds10_img002900_ann002899.png,875ca080c284ce0915b1c5a83280f2b1d55022ffdae13366f4c6d8eb58a11956,keep,ds10_img002900_ann002899
ds10_img002924_ann002923,1000,ds10,02_extracted/uang/1000/ds10_img002924_ann002923.png,eb2d1de6060a050f512e937bb1d16d6f6777fc96a97abea1265d8ee7b2d881c9,keep,ds10_img002924_ann002923
ds10_img002925_ann002924,1000,ds10,02_extracted/uang/1000/ds10_img002925_ann002924.png,f3e1ecf3ba8aec55b72ced3e33463c2a3f0c201840011b46cd42e70264605598,keep,ds10_img002925_ann002924
ds10_img002941_ann002940,1000,ds10,02_extracted/uang/1000/ds10_img002941_ann002940.png,33bfa91879b05fa25af172b3047b55e5fcc0c3c014647b649818083e2b68fb88,keep,ds10_img002941_ann002940
ds10_img002946_ann002945,1000,ds10,02_extracted/uang/1000/ds10_img002946_ann002945.png,339eb4328d3a1b373c84446b7e155ca27531181384574d69a7387eaa5625901f,keep,ds10_img002946_ann002945
ds10_img002948_ann002947,1000,ds10,02_extracted/uang/1000/ds10_img002948_ann002947.png,236ab9f4089f0b1685980c79976a562b9aa96ff19df8f2718d2ee2477faa83f3,keep,ds10_img002948_ann002947
ds10_img002949_ann002948,1000,ds10,02_extracted/uang/1000/ds10_img002949_ann002948.png,63ff87eb435387c8c7508ab0b98ebd0782e9326c2916748914e8dac9cb39ba06,keep,ds10_img002949_ann002948
ds10_img002955_ann002954,1000,ds10,02_extracted/uang/1000/ds10_img002955_ann002954.png,6b3ee7b83a31fd51f52106ae3a676486665a1eebeaa253aa9693ec5cb8ea2c11,keep,ds10_img002955_ann002954
ds10_img002957_ann002956,1000,ds10,02_extracted/uang/1000/ds10_img002957_ann002956.png,a22ce46d424dcffb2db39d1f8bf34e4b2a9f660d7d1b3dbb31a7f6bfb8a1eedd,keep,ds10_img002957_ann002956
ds10_img002958_ann002957,1000,ds10,02_extracted/uang/1000/ds10_img002958_ann002957.png,9749e90ba5ca3e36733c24cbec2254e6e85f0007140564a0744b17a269d37c3d,keep,ds10_img002958_ann002957
ds10_img002961_ann002960,1000,ds10,02_extracted/uang/1000/ds10_img002961_ann002960.png,846772c2f1a0d0162a54ba81e739561ba5b0862f4bbf3b2e1d0412ae7c56f07e,keep,ds10_img002961_ann002960
ds10_img002967_ann002966,1000,ds10,02_extracted/uang/1000/ds10_img002967_ann002966.png,37fd36f73a607f3810816e1a8158ab86eeac892bf78a4ca35a1bb534e6598521,keep,ds10_img002967_ann002966
ds10_img002978_ann002977,1000,ds10,02_extracted/uang/1000/ds10_img002978_ann002977.png,1af1d1ad3e6c7c109466616cb4badbad58127bd57777fc25bc05823063ce60c6,keep,ds10_img002978_ann002977
ds10_img002980_ann002979,1000,ds10,02_extracted/uang/1000/ds10_img002980_ann002979.png,f2f969c25bf93b14dce0fd0e07761b3638fb9a8b34866df614cf1927b7977f21,keep,ds10_img002980_ann002979
ds10_img002983_ann002982,1000,ds10,02_extracted/uang/1000/ds10_img002983_ann002982.png,65f7f23322b094dac23fc6364d81a74ffc9444d8116df692ea89716a78b2e80d,keep,ds10_img002983_ann002982
ds10_img002997_ann002996,1000,ds10,02_extracted/uang/1000/ds10_img002997_ann002996.png,d42b3f7d04f6746bf8c9c23e8016d28904625457d0056e66077bb9ff7ee126c7,keep,ds10_img002997_ann002996
ds10_img003001_ann003000,1000,ds10,02_extracted/uang/1000/ds10_img003001_ann003000.png,b7334ab0fbb6994ed9c7acdfbd04be9210facecc0faa3cee9f4f193774e606b4,keep,ds10_img003001_ann003000
ds10_img003002_ann003001,1000,ds10,02_extracted/uang/1000/ds10_img003002_ann003001.png,b8f596e96e8b33df83d886c9786bf1b3eb912c74026868a912e05142ca155bcb,keep,ds10_img003002_ann003001
ds10_img003019_ann003018,1000,ds10,02_extracted/uang/1000/ds10_img003019_ann003018.png,4d9660a8c5a5293e9c66cbf99772a89fd45770245b45a389c785bb7f4afeb476,keep,ds10_img003019_ann003018
ds10_img003022_ann003021,1000,ds10,02_extracted/uang/1000/ds10_img003022_ann003021.png,906cd0c84c870587522283f0c13f8efa3c11fbdb1ec3767fe4428d89d306c2a7,keep,ds10_img003022_ann003021
ds10_img003028_ann003027,1000,ds10,02_extracted/uang/1000/ds10_img003028_ann003027.png,0b1723725af5d3fc2830a2766c7d06718c6325e83a05df67a1257109decfcbb1,keep,ds10_img003028_ann003027
ds10_img003030_ann003029,1000,ds10,02_extracted/uang/1000/ds10_img003030_ann003029.png,8f635808aee1eee4984eec7936e9fe12c389353867a905973be6ebfb407edfbf,keep,ds10_img003030_ann003029
ds10_img003040_ann003039,1000,ds10,02_extracted/uang/1000/ds10_img003040_ann003039.png,2f9301b4f6da516fc07c1e44bfa16ba6e5cd879309e5f285993f1848bcfeb4f4,keep,ds10_img003040_ann003039
ds10_img003046_ann003045,1000,ds10,02_extracted/uang/1000/ds10_img003046_ann003045.png,aadb842bb9e38e4a9875c645eb723d940d6a99215ca481116aee4b88623386a2,keep,ds10_img003046_ann003045
ds10_img003047_ann003046,1000,ds10,02_extracted/uang/1000/ds10_img003047_ann003046.png,afa2cec85b4ada5a0ae9a94d1f8b71f8de2ab4b1e1a274040a4512c9d5016a52,keep,ds10_img003047_ann003046
ds10_img003053_ann003052,1000,ds10,02_extracted/uang/1000/ds10_img003053_ann003052.png,3997b9ab05104cef91e68bd9e143f3daaff3e6b420c494f3aac5c5957842c407,keep,ds10_img003053_ann003052
ds10_img003057_ann003056,1000,ds10,02_extracted/uang/1000/ds10_img003057_ann003056.png,8b35ff301706202abf9108e3753cee97b4640356a5601146bc5175d64bd022fd,keep,ds10_img003057_ann003056
ds10_img003058_ann003057,1000,ds10,02_extracted/uang/1000/ds10_img003058_ann003057.png,b07e4523a05c390c6a3d1a075140d672e4ae12d2dc1d6a50fdc2af5674b9a09d,keep,ds10_img003058_ann003057
ds10_img003064_ann003063,1000,ds10,02_extracted/uang/1000/ds10_img003064_ann003063.png,55d93f7c7cebc9e2708e44e852fe93aa331f7574bfb63aaa219be5a4686a87b7,keep,ds10_img003064_ann003063
ds10_img003066_ann003065,1000,ds10,02_extracted/uang/1000/ds10_img003066_ann003065.png,550e6fec84e18de98c23ee826b6551074e591059de016be72f0d07cc1836b278,keep,ds10_img003066_ann003065
ds10_img003071_ann003070,1000,ds10,02_extracted/uang/1000/ds10_img003071_ann003070.png,75d41fd2c062463a671ec0b9639ebcde1aacc1fc18193b16db908873ad205ba0,keep,ds10_img003071_ann003070
