sample_id,keep_sample_id,label,source_id,sha256
ds1_img001762_ann001762,ds1_img001642_ann001642,1000,ds1,7f908ba8d803c7bcf5f9c0f0a19dddde79ee03cec18e39f4d0f1b96135c325f7
ds1_img001764_ann001764,ds1_img001378_ann001378,1000,ds1,7b164760a583234f6ed88bb5f3c61f6e0e023e5b6e77c6115bf5601a271227f7
ds1_img001767_ann001767,ds1_img000589_ann000589,1000,ds1,cd8f406a9876cec036966baa14fdf4ac21853fe55baa65ddb194a813a76509ad
ds1_img001779_ann001779,ds1_img000300_ann000300,1000,ds1,4446367dad4e58917f7d597f3c57e4db8f44f8e3add6b9f0ae10834eb7de5505
ds1_img001783_ann001783,ds1_img000310_ann000310,1000,ds1,b3051ca8842fdcc3dd5d3379c3370dae47ed24c5906489d5e26bb313c39f37a5
ds1_img001796_ann001796,ds1_img001328_ann001328,1000,ds1,cf902cf1fd45310ab6dcbb7324a3ed0a963b6f673ff601137d468b0407bb045e
ds1_img001803_ann001803,ds1_img000857_ann000857,1000,ds1,b9238b0bacc2b8b8d875c2732345953aae50ec9a25dfad1698df2f880a87b7e8
ds1_img001808_ann001808,ds1_img000965_ann000965,1000,ds1,ad9bc2d3274a6f7c70f3e2c85ee59e83474b2b4c3554cefb3aa9bc94d9375406
ds1_img001822_ann001822,ds1_img000121_ann000121,1000,ds1,52ba1cf90942f8cff3061b3b7496043b7e89bbb73919bbdc4c766275866661f4
ds1_img001831_ann001831,ds1_img000950_ann000950,1000,ds1,59351fb554bb246fbfe7538fc7e512c8e3a16f20ebe81de65f8b3e2b4b69b64d
ds1_img001843_ann001843,ds1_img000362_ann000362,1000,ds1,b9b395dda255e66fead54b1c669e255d4551a44690dd85f4de92905beee8f6a7
ds1_img001845_ann001845,ds1_img000576_ann000576,1000,ds1,85c9dcbfd8e63652680d58a61fb01bf17342618bf8881a9e4db0201a8f7b2879
ds1_img001861_ann001861,ds1_img001745_ann001745,1000,ds1,2fe547f6b5c01cf3c569355512f65cf8c5c412508c04a443a41d7ee76123d0fd
ds1_img001873_ann001873,ds1_img001475_ann001475,1000,ds1,14f57afee8cea368271097dc9ed92ff2ec7159271799a45adae31ad5b6614661
ds1_img001888_ann001888,ds1_img001815_ann001815,1000,ds1,d83b645cf849fe8f017464cdb397b32b8e2b4a48a5d2b19613088626feee0aa4
ds1_img001899_ann001899,ds1_img000459_ann000459,1000,ds1,b2290ab20f70576aecb42f9c0e019becd92659f4ed919a8ce1886a055f0c55bb
ds1_img001900_ann001900,ds1_img001126_ann001126,1000,ds1,c67a46c0d0c15a1905a545138fc5e952943f68ddd915621f251e29c063f3eb85
ds1_img001916_ann001916,ds1_img000631_ann000631,1000,ds1,f152f6a90be9afc1fb0cf1c7c0acd52baad75eebc47aff529c666b9cda7e27f3
ds1_img001918_ann001918,ds1_img001631_ann001631,1000,ds1,a60ab80d75227d94c6a771fb8283f423498ca7b2dac098d296b27c0dc525d1ce
ds1_img001935_ann001935,ds1_img000072_ann000072,1000,ds1,c53ede30e91a1d8b8ccefcb6d5a59e13faeba174a334b50ef141fa40dc79264e
ds1_img001950_ann001950,ds1_img001635_ann001635,1000,ds1,0ed2c5a1901e2987b5331c6a9e0931db52e38fbfd4aa730aa527f714172d822f
ds1_img001952_ann001952,ds1_img000996_ann000996,1000,ds1,a79754b22f754332c4936e2d3272470c69db8677b3ed744ecf94542f44dd1479
ds1_img001955_ann001955,ds1_img001276_ann001276,1000,ds1,856eabf1067fe5b21f54a7bdda4171ea18f374543fa58f3865090c6be293b42e
ds1_img001969_ann001969,ds1_img000216_ann000216,1000,ds1,10422add672dfa185319423240f6ba79059dc688bf5172e68fe6f2f82b00f430
ds1_img001975_ann001975,ds1_img000896_ann000896,1000,ds1,49c764f847033d1cc158c53d91bf2e8f883cddfedb4b1e50c284aeff3e7d7129
ds1_img001980_ann001980,ds1_img001776_ann001776,1000,ds1,0eefceff1e19489bbc7661d41d68e1095aeee6a9072a9b84b928f17aa2dbe8cb
ds1_img002004_ann002004,ds1_img000414_ann000414,1000,ds1,8791bd41925c47e8ab66cfd98fc31bff8b4d91f90e35296ab22c7a37825a40ef
ds1_img002005_ann002005,ds1_img001485_ann001485,1000,ds1,2eee42fc6449fa7c72b8b75255180f67aa73dac8544d1db3f1350c07008497f1
ds1_img002034_ann002034,ds1_img000301_ann000301,1000,ds1,a8499bbec1fe201331170d0cef3693caad47b1ba3f9f165cb6cd4ca54a552edd
ds1_img002048_ann002048,ds1_img000358_ann000358,1000,ds1,5270e7858afe2d6e4d9dee1f4124ee844c312018f7ab556f92b78902a8f4d5e1
ds1_img002067_ann002067,ds1_img000536_ann000536,1000,ds1,c5a132e7d1cd0ef2e9fac118d76b4bed42de246a1614694bd6daee0a768e0dc3
ds1_img002075_ann002075,ds1_img000016_ann000016,1000,ds1,deab3519b9f84e631835f27b307695455aa68e313e535eec384cf71edd7fa5b6
ds1_img002088_ann002088,ds1_img000815_ann000815,1000,ds1,d3d3e7a31f18fa7a0343aaad500c9d09b10b1a0fa823bee5d94ae0000d87e12b
ds1_img002091_ann002091,ds1_img001018_ann001018,1000,ds1,faaa790e0321d1fd0b9f0b64dc1941d1543abe15696aed606c717f0d0865bb57
ds1_img002104_ann002104,ds1_img001559_ann001559,1000,ds1,067270a767236df16c248c9a1185f0fdc38a28bc78059a0f57fd6ccfc250c894
ds1_img002121_ann002121,ds1_img001439_ann001439,1000,ds1,fb4a5995235162df23bf003a1f23ace173fda33900b8cebba186b2a23393ab2a
ds1_img002126_ann002126,ds1_img002125_ann002125,1000,ds1,8f36ac1bf08fa00e44d73f1ebf4e369d7186e43bc58f5c8298c3c1257f61ad29
ds1_img002129_ann002129,ds1_img000033_ann000033,1000,ds1,872acd2156b8719f6a8fa900ec51e791a4ae264c5008424f9fd944cbf67a0e54
ds1_img002154_ann002154,ds1_img000211_ann000211,1000,ds1,a9e28c8e801e03004a82702ce5c1eed557e1ec326efaf9301cf4aa2d4b29400b
ds6_img023732_ann024824,ds6_img023088_ann024180,1000,ds6,0c60fda00700fc6b9b14fba6b164a6548d226defc9390d3fad2a0728aede9e8d
ds6_img024038_ann025130,ds6_img022916_ann024008,1000,ds6,c5299f8a0b222fb7d9603b15a9a6a8d6a1735989981d4d9859751138111b3ca2
ds6_img025032_ann026124,ds6_img024967_ann026059,1000,ds6,b63182b43cb7f0e6893bf6cde211ab82a8ccb5d953e9e31ee84c943a87d75744
ds6_img025237_ann026329,ds6_img024518_ann025610,1000,ds6,5597e035b9c635362f5062cd0005aa82fc8d5ae70341c97b8ca0e0a145712f86
ds6_img025728_ann026826,ds6_img024617_ann025709,1000,ds6,ab76c2630caf9b7d2c2b2b74899fbc0dcd3a90d3424c16bb05034aee6a1bb4db
ds8_img028701_ann029799,ds8_img028117_ann029215,1000,ds8,7f1d4b77e7a9efabc20002aeda202ae7f36cc3556966855894be92ea76763e52
ds8_img028745_ann029843,ds8_img028131_ann029229,1000,ds8,732597527eadbcdc4a1a68a4fb8e3b6e8748cbcbb5c7ef57478db0c96c690435
ds8_img028835_ann029933,ds8_img028200_ann029298,1000,ds8,e8687c3c0757d0c9a91f7c3cc84670838e2b8c8864fdede4e25852d644e9ba7f
ds8_img028870_ann029968,ds8_img028334_ann029432,1000,ds8,5181ad042dae75eb4eb5811d43c2555d0b8400a6dffc9bc41e1bae796ea39d95
ds8_img028893_ann029991,ds8_img028511_ann029609,1000,ds8,87d798017de5aea2cc3bfa51cbb37db0a230a2e336fbb378a94c098f0fc68861
ds8_img028958_ann030056,ds8_img028325_ann029423,1000,ds8,d510a1f1e1a30c01fb9dffdf32074b8a1f6ae33539b41d71885f2af10d827d1e
ds8_img028995_ann030093,ds8_img028087_ann029185,1000,ds8,be8a01399efe28b7bf8978a86bda879eb5954a1e5b12999c256e696774c49942
ds8_img029006_ann030104,ds8_img028713_ann029811,1000,ds8,a824605bc2f20400be1a847073924696e50ae9b49b0dedbdd31a36dd84390ef3
ds8_img029007_ann030105,ds8_img028641_ann029739,1000,ds8,186398e8894a4acd5ff0213a0fef62e8fcdc38c3af07523152e363f49d3bf1a8
ds8_img029008_ann030106,ds8_img028386_ann029484,1000,ds8,dadc668f667039a240f3f655a0e08c16a4fb49aac77aa09be3c7d7fd793e41c6
ds8_img029010_ann030108,ds8_img028676_ann029774,1000,ds8,9c1babf2005465f5aae8402e75a95e081cc7f193ebcea419d5cb0ee36ad54d70
ds8_img029071_ann030169,ds8_img028069_ann029167,1000,ds8,3bfd93275df3cc331ec654fa0f1b9f83fbae3715e592e41ead8f84348da9b5c5
ds8_img029136_ann030234,ds8_img028158_ann029256,1000,ds8,0cb83004cdbaded56236da82c86d61a99dff388190079dd64d88de9df044aa41
ds8_img029139_ann030237,ds8_img028206_ann029304,1000,ds8,dac86b9e4daac71b7ae671ab46889fcdf09b95d430ccb8b6b2f8d178fbf97046
ds8_img029164_ann030262,ds8_img029016_ann030114,1000,ds8,95bda254a4fd0e7ccffc7245e81dbe4ac4bfb95baba12e49497120f8fb8e4c68
ds8_img029214_ann030312,ds8_img028908_ann030006,1000,ds8,fb2a11e30584e9045d793ab12e259923c1189f626c1b72ecd036ceb1b3ac03e9
ds8_img029215_ann030313,ds8_img028906_ann030004,1000,ds8,557608e742f1f10b0bc726632fc837560cfddfa655ccae8cde3285f33195c23c
ds8_img029350_ann030448,ds8_img028131_ann029229,1000,ds8,732597527eadbcdc4a1a68a4fb8e3b6e8748cbcbb5c7ef57478db0c96c690435
ds8_img029353_ann030451,ds8_img028352_ann029450,1000,ds8,6e5d269513f0111c757fb8ba9ac8afddef66a820757e82cf85908cdab92707ea
ds8_img029356_ann030454,ds8_img028126_ann029224,1000,ds8,e145f81d63fcf8d372e4271fc848d704bd192137c1100465a38775284e992a2b
ds8_img029361_ann030459,ds8_img028180_ann029278,1000,ds8,b714b73ca8ea063e112c950f5cbfa57558ca7e58d890b8a7c2b7cdb91688a776
ds8_img029371_ann030469,ds8_img028027_ann029125,1000,ds8,d0d1b3f419423faaaf730199e3ec567c9e536030a6be4761181c7e60f91a830d
ds8_img029373_ann030471,ds8_img027984_ann029082,1000,ds8,31aa590d9c67fddfde59d4b7324e80ad0c72f2aa59acd8cf0d3746a129834fce
ds8_img029464_ann030562,ds8_img029074_ann030172,1000,ds8,5d2fc1d79111f8822e345c2ec290bd4c42501fd8618adc2eed0fd2c2056d9acb
ds8_img029544_ann030642,ds8_img028309_ann029407,1000,ds8,62e2f08ac8627050390d50c9fef4c2b56de0e0e9fc1d36dcd30594631ef1d20e
ds8_img029545_ann030643,ds8_img028720_ann029818,1000,ds8,7624990f5c93143f44fce9d0894c7d8af7b48de90c0c6da3edbac6de7cc806c7
ds8_img029547_ann030645,ds8_img028458_ann029556,1000,ds8,74a4c422adcbacd8f48fe778b5319a18c93e2094bcc14ac629afaa95516c6824
ds8_img029548_ann030646,ds8_img028362_ann029460,1000,ds8,ebef63237450dfde1c46438bfd2d7cb886c815e6942fdc3a5de6c9ac9d0f3284
ds8_img029643_ann030741,ds8_img029050_ann030148,1000,ds8,4d3c1bb10e7d59b2f4e203be65f1b7dc88fece11649dc6d59d44fbf7004c304e
ds8_img029645_ann030743,ds8_img027964_ann029062,1000,ds8,6c4aa535340d0419275ac554e49eabda92fc64074e4f1feb77c41ce4da4f60e9
ds8_img029730_ann030828,ds8_img028902_ann030000,1000,ds8,cb8ecd21a52e0fad456bdd05d40d69ed273dc2d41c67b43ac3f1d3c22bb9b899
ds8_img029771_ann030869,ds8_img028458_ann029556,1000,ds8,74a4c422adcbacd8f48fe778b5319a18c93e2094bcc14ac629afaa95516c6824
ds8_img029772_ann030870,ds8_img028362_ann029460,1000,ds8,ebef63237450dfde1c46438bfd2d7cb886c815e6942fdc3a5de6c9ac9d0f3284
ds8_img029826_ann030924,ds8_img029122_ann030220,1000,ds8,5acbb15721844105e086a1c46ce67569f8299d1516fb89ffd2653d24d1215545
ds8_img029827_ann030925,ds8_img028321_ann029419,1000,ds8,a0d0e2f9cd967c7eda60aad3fe1ed0a3a7c2111e5adfad68e77c3ef13377ed97
ds8_img029840_ann030938,ds8_img029039_ann030137,1000,ds8,e1ebb94cf3d27a882a2bbaa836424a0b8217e61cf30cc4570abe9704cbb3dbc9
ds8_img029842_ann030940,ds8_img028418_ann029516,1000,ds8,a3e8fa0b367015e3744efa297e57c55185469f68aeba7c3f63e7d3c947085d89
ds8_img029843_ann030941,ds8_img028288_ann029386,1000,ds8,ead5fb0ecd25e76c2e63dd35f4670fa7f8b1fd59c61955850b4e713116ee65ce
ds8_img029844_ann030942,ds8_img028429_ann029527,1000,ds8,c467404abbbc501bb46b319ca12beb821778b4738671a071d99081e5d0ca1e10
ds8_img029889_ann030987,ds8_img027912_ann029010,1000,ds8,f6e484f909fdbfaaa6fa5869245e2667130b40d7e1c0e147bde7958741f23b7a
ds8_img029890_ann030988,ds8_img028011_ann029109,1000,ds8,17fb9e86ee0a73f6553914585c90716fd4920c3308187daa6fd600b8fcb536bb
ds8_img029893_ann030991,ds8_img028899_ann029997,1000,ds8,b0e8302e3122accd4848bb1d1704d1446ad5411798c56ce62ad025b9a934fc91
ds8_img029896_ann030994,ds8_img027887_ann028985,1000,ds8,7787eafe23e63d1ab0b2337f1ead7a8d2c7894a67d2c29436529e4638fcbc7d7
ds8_img029898_ann030996,ds8_img028341_ann029439,1000,ds8,cc074f1a768f7c0499c9012f9b092a3cec0a191239bf08ee6c2d58adf59adcfd
ds8_img029899_ann030997,ds8_img028342_ann029440,1000,ds8,75165d4149e267599466c34a0cb3f6b6c8f09dc6eb8e2cdb0951d0c6ea2acdc0
ds8_img029900_ann030998,ds8_img028217_ann029315,1000,ds8,19f1ae99780ffd9b01298bbff9056da34562125204918bce90283736576e28b4
ds8_img029933_ann031031,ds8_img028060_ann029158,1000,ds8,c95f264d5c9f2dd3972312897f34b9ee32231ac97ab6153f34c0187d5a949955
ds8_img029973_ann031071,ds8_img027886_ann028984,1000,ds8,5d1c25d1204a2bd24f993b7b0787ef3f1bfbb1bc016f89030763c93192a90c4b
ds8_img029993_ann031091,ds8_img029124_ann030222,1000,ds8,f54e24ca4fbef296e11dff6cd2a4712a06cede70766041fc9195f5c8d003d6c9
ds8_img029995_ann031093,ds8_img029839_ann030937,1000,ds8,a112678c58bb6e0cb160185cb200d7afc35dcdef3ac8943f62cdb503e7f82605
ds8_img029997_ann031095,ds8_img029891_ann030989,1000,ds8,488fb7df1faaca6a2115e7858bb8dbcf248b4f147dae6f1eb92bdd27c82b8b37
ds8_img029999_ann031097,ds8_img029977_ann031075,1000,ds8,358a0e533c45aa42d90e99d6f688897a9dcdbe9a1b0885b5d932e5fb8f3ed241
ds8_img030005_ann031103,ds8_img029976_ann031074,1000,ds8,a0a70d48646e5065ffa7a14f8494f5c73a6cd009ad84f499e10500af9fa7c27d
ds8_img030039_ann031137,ds8_img028087_ann029185,1000,ds8,be8a01399efe28b7bf8978a86bda879eb5954a1e5b12999c256e696774c49942
ds8_img030044_ann031142,ds8_img028054_ann029152,1000,ds8,bde2d67bf7148580aed952fde8bcf7ae4e9e8bcd17860505ce27e2c6410cdb6d
ds8_img030048_ann031146,ds8_img028924_ann030022,1000,ds8,a2ab6d4100ebdb2e8a044801b36e5f1b34de0aefcbdc1684f94e232127778b93
ds8_img030051_ann031149,ds8_img028847_ann029945,1000,ds8,1153eae1aa2013ba32f085ad04a047fe351a1aec9aa5eb5d44e77d43ad986c31
ds8_img030052_ann031150,ds8_img028545_ann029643,1000,ds8,b00c9f8ecb4712d034e280ddd495185c89b1d6bcfd87c143924cdac1edd26a4f
ds8_img030053_ann031151,ds8_img027973_ann029071,1000,ds8,8527ca16dbca8c0b7d922f08eccc26fa83c0e935c56dd3f34c92d9bac82cfab3
ds8_img030054_ann031152,ds8_img029159_ann030257,1000,ds8,09a0785474c706d34be69423630d859dea3ad27f2f48146df0f86d488aad8075
ds8_img030081_ann031179,ds8_img028790_ann029888,1000,ds8,19ff6ef68ee49b9c872fe410a17010f786e93dd6b20b0dbb91967264561bb41d
ds8_img030082_ann031180,ds8_img028403_ann029501,1000,ds8,a1960156310ef414406932894f8479b60511fce5d281aa87a2d6c9236c600801
