sample_id,label,source_id,file_path,group_id,emission_year,side,condition,object_group,brightness_proxy,orientation_proxy,scale_proxy,luminance_mean,aspect_ratio,relative_area,reviewed
ds6_img025751_ann026849,1000,ds6,02_extracted/uang/1000/ds6_img025751_ann026849.png,ds6_img025751,2022,front,terlipat,not_applicable,medium,horizontal,high,141.64175415039062,1.2734125,0.955059375,True
ds5_img016793_ann017882,1000,ds5,02_extracted/uang/1000/ds5_img016793_ann017882.png,ds5_img016793,2022,back,normal,not_applicable,medium,diagonal_or_square,medium,141.96173095703125,0.9306865138715648,0.5851621143896485,True
ds7_img027337_ann028435,1000,ds7,02_extracted/uang/1000/ds7_img027337_ann028435.png,ds7_img027337,unknown,unknown,lusuh,not_applicable,low,diagonal_or_square,high,36.6233024597168,1.0554517357866744,0.798068158203125,True
ds1_img000618_ann000618,1000,ds1,02_extracted/uang/1000/ds1_img000618_ann000618.png,ds1_img000618,2022,back,normal,not_applicable,high,horizontal,medium,154.5569610595703,1.8342105263157895,0.4490492078993056,True
ds4_img007179_ann008657,1000,ds4,02_extracted/uang/1000/ds4_img007179_ann008657.png,ds4_img007179,2022,front,lusuh,not_applicable,high,vertical,high,167.16580200195312,0.7372893129394682,0.7316322943638393,True
ds9_img038237_ann038221,1000,ds9,02_extracted/uang/1000/ds9_img038237_ann038221.png,ds9_img038237,2022,front,lusuh,not_applicable,high,horizontal,medium,177.84239196777344,1.696629213483146,0.5249609375,True
ds8_img028348_ann029446,1000,ds8,02_extracted/uang/1000/ds8_img028348_ann029446.png,ds8_img028348,2022,front,normal,not_applicable,high,diagonal_or_square,high,183.26055908203125,0.9595613433858807,0.797890625,True
ds10_img003649_ann003645,1000,ds10,02_extracted/uang/1000/ds10_img003649_ann003645.png,ds10_img003649,2022,front,normal,not_applicable,low,horizontal,low,106.24739074707031,1.7376560129527403,0.342536066256568,True
ds2_img004640_ann004637,1000,ds2,02_extracted/uang/1000/ds2_img004640_ann004637.png,ds2_img004640,2022,front,normal,not_applicable,medium,horizontal,low,140.71951293945312,1.8571428571428572,0.1741796875,True
ds6_img023473_ann024565,1000,ds6,02_extracted/uang/1000/ds6_img023473_ann024565.png,ds6_img023473,2022,front,lusuh,not_applicable,high,diagonal_or_square,low,156.16404724121094,1.2245478879092695,0.06654071922634548,True
ds1_img000428_ann000428,1000,ds1,02_extracted/uang/1000/ds1_img000428_ann000428.png,ds1_img000428,2022,front,normal,not_applicable,medium,horizontal,high,148.06231689453125,1.847985347985348,0.9340311686197916,True
ds5_img018495_ann019584,1000,ds5,02_extracted/uang/1000/ds5_img018495_ann019584.png,ds5_img018495,2022,front,normal,not_applicable,low,diagonal_or_square,medium,107.64346313476562,0.9752266234708415,0.42081745204101556,True
ds8_img028900_ann029998,1000,ds8,02_extracted/uang/1000/ds8_img028900_ann029998.png,ds8_img028900,2022,front,terlipat,not_applicable,medium,vertical,high,138.6061553955078,0.76,0.76,True
ds9_img032755_ann033544,1000,ds9,02_extracted/uang/1000/ds9_img032755_ann033544.png,ds9_img032755,2022,back,lusuh,not_applicable,medium,horizontal,medium,149.20590209960938,1.7877358490566038,0.44136474609375,True
ds7_img026289_ann027387,1000,ds7,02_extracted/uang/1000/ds7_img026289_ann027387.png,ds7_img026289,unknown,unknown,lusuh,not_applicable,high,diagonal_or_square,high,158.8228759765625,1.063745908955668,0.7510259531250001,True
ds6_img024951_ann026043,2000,ds6,02_extracted/uang/2000/ds6_img024951_ann026043.png,ds6_img024951,2022,front,normal,not_applicable,high,diagonal_or_square,high,161.1701202392578,0.948152089261067,0.6727515151359375,True
ds4_img008242_ann009704,2000,ds4,02_extracted/uang/2000/ds4_img008242_ann009704.png,ds4_img008242,2016,front,lusuh,not_applicable,low,horizontal,medium,119.91624450683594,2.0240384615384617,0.43630420918367346,True
ds10_img003122_ann003121,2000,ds10,02_extracted/uang/2000/ds10_img003122_ann003121.png,ds10_img003122,2022,back,lusuh,not_applicable,medium,vertical,low,140.01132202148438,0.7430167597765364,0.19525508891828336,True
ds8_img030233_ann031331,2000,ds8,02_extracted/uang/2000/ds8_img030233_ann031331.png,ds8_img030233,2022,front,terlipat,not_applicable,medium,diagonal_or_square,high,134.3633270263672,0.9199999999999999,0.92,True
ds9_img038298_ann038276,2000,ds9,02_extracted/uang/2000/ds9_img038298_ann038276.png,ds9_img038298,2022,back,lusuh,not_applicable,high,vertical,medium,179.50538635253906,0.5223367697594502,0.431953125,True
ds5_img014296_ann015385,2000,ds5,02_extracted/uang/2000/ds5_img014296_ann015385.png,ds5_img014296,2022,back,lusuh,not_applicable,medium,diagonal_or_square,medium,143.1492462158203,0.8927907898725913,0.5771232238085937,True
ds7_img027540_ann028638,2000,ds7,02_extracted/uang/2000/ds7_img027540_ann028638.png,ds7_img027540,unknown,unknown,lusuh,not_applicable,high,diagonal_or_square,high,168.3030242919922,0.9941608649619814,0.9431970732421875,True
ds1_img001499_ann001499,2000,ds1,02_extracted/uang/2000/ds1_img001499_ann001499.png,ds1_img001499,2022,back,normal,not_applicable,high,horizontal,medium,163.23887634277344,1.8955223880597014,0.4363967047797309,True
ds10_img002434_ann002434,2000,ds10,02_extracted/uang/2000/ds10_img002434_ann002434.png,ds10_img002434,2022,front,terlipat,not_applicable,low,vertical,low,24.918804168701172,0.7,0.14697236919459142,True
ds9_img039151_ann039036,2000,ds9,02_extracted/uang/2000/ds9_img039151_ann039036.png,ds9_img039151,unknown,unknown,lusuh,not_applicable,medium,horizontal,medium,129.8357391357422,2.5030181086519114,0.37736083984375,True
ds5_img020705_ann021794,2000,ds5,02_extracted/uang/2000/ds5_img020705_ann021794.png,ds5_img020705,2022,front,normal,not_applicable,low,horizontal,low,125.91049194335938,1.3900744799907383,0.14584565203125,True
ds8_img028148_ann029246,2000,ds8,02_extracted/uang/2000/ds8_img028148_ann029246.png,ds8_img028148,2022,front,terlipat,not_applicable,medium,diagonal_or_square,high,138.04249572753906,1.0,1.0,True
ds7_img026070_ann027168,2000,ds7,02_extracted/uang/2000/ds7_img026070_ann027168.png,ds7_img026070,unknown,unknown,lusuh,not_applicable,low,diagonal_or_square,high,124.18013763427734,1.030250677506775,0.876749765625,True
ds6_img023647_ann024739,2000,ds6,02_extracted/uang/2000/ds6_img023647_ann024739.png,ds6_img023647,2022,front,normal,not_applicable,high,vertical,high,156.03843688964844,0.7709144324941991,0.6341071473875001,True
ds1_img000307_ann000307,2000,ds1,02_extracted/uang/2000/ds1_img000307_ann000307.png,ds1_img000307,2022,front,normal,not_applicable,medium,horizontal,medium,147.34735107421875,1.9114927344782033,0.5607344256789961,True
ds4_img005881_ann007363,2000,ds4,02_extracted/uang/2000/ds4_img005881_ann007363.png,ds4_img005881,2016,back,lusuh,not_applicable,medium,vertical,high,133.64035034179688,0.6318039833526095,0.6073043156489157,True
ds9_img030685_ann031765,2000,ds9,02_extracted/uang/2000/ds9_img030685_ann031765.png,ds9_img030685,unknown,unknown,lusuh,not_applicable,high,horizontal,medium,185.302001953125,1.9964973730297724,0.39730224609375,True
ds10_img002423_ann002423,2000,ds10,02_extracted/uang/2000/ds10_img002423_ann002423.png,ds10_img002423,2022,front,terlipat,not_applicable,low,diagonal_or_square,low,41.33529281616211,1.2189349112426036,0.28552991412614426,True
ds7_img026153_ann027251,2000,ds7,02_extracted/uang/2000/ds7_img026153_ann027251.png,ds7_img026153,unknown,unknown,lusuh,not_applicable,high,diagonal_or_square,high,174.60752868652344,0.9635955945393392,0.86541637890625,True
ds5_img016159_ann017248,2000,ds5,02_extracted/uang/2000/ds5_img016159_ann017248.png,ds5_img016159,2022,back,normal,not_applicable,low,diagonal_or_square,high,114.96501159667969,1.2021946421350194,0.7690529692114257,True
ds6_img023041_ann024133,2000,ds6,02_extracted/uang/2000/ds6_img023041_ann024133.png,ds6_img023041,2022,front,normal,not_applicable,low,diagonal_or_square,low,125.47854614257812,0.9002436790099317,0.2619473711242676,True
ds8_img029517_ann030615,2000,ds8,02_extracted/uang/2000/ds8_img029517_ann030615.png,ds8_img029517,2022,back,normal,not_applicable,medium,vertical,medium,149.78797912597656,0.6761340852130325,0.3784261728515625,True
ds1_img001606_ann001606,2000,ds1,02_extracted/uang/2000/ds1_img001606_ann001606.png,ds1_img001606,2022,front,normal,not_applicable,medium,horizontal,high,146.90248107910156,1.900763358778626,0.8848470052083334,True
ds4_img009818_ann011227,2000,ds4,02_extracted/uang/2000/ds4_img009818_ann011227.png,ds4_img009818,2022,back,lusuh,not_applicable,low,horizontal,medium,117.74178314208984,1.7938224256670376,0.5255464273756377,True
ds7_img026738_ann027836,2000,ds7,02_extracted/uang/2000/ds7_img026738_ann027836.png,ds7_img026738,unknown,unknown,lusuh,not_applicable,low,diagonal_or_square,high,97.2783432006836,0.982660572863971,0.788400447265625,True
ds10_img003296_ann003295,2000,ds10,02_extracted/uang/2000/ds10_img003296_ann003295.png,ds10_img003296,2022,front,normal,not_applicable,high,horizontal,low,169.08274841308594,1.8636363636363635,0.18494569895859578,True
ds9_img033120_ann033852,2000,ds9,02_extracted/uang/2000/ds9_img033120_ann033852.png,ds9_img033120,unknown,unknown,lusuh,not_applicable,high,horizontal,medium,185.73681640625,2.01056338028169,0.395908203125,True
ds8_img030220_ann031318,2000,ds8,02_extracted/uang/2000/ds8_img030220_ann031318.png,ds8_img030220,2022,back,normal,not_applicable,high,diagonal_or_square,high,169.208984375,1.213999569707401,0.640310794921875,True
ds6_img023565_ann024657,2000,ds6,02_extracted/uang/2000/ds6_img023565_ann024657.png,ds6_img023565,2022,front,terlipat,not_applicable,low,diagonal_or_square,low,104.1988296508789,0.8361757237499443,0.21877109290652802,True
ds5_img018993_ann020082,2000,ds5,02_extracted/uang/2000/ds5_img018993_ann020082.png,ds5_img018993,2022,front,normal,not_applicable,low,diagonal_or_square,medium,111.09689331054688,1.1800791821188734,0.45885041425781253,True
ds1_img000617_ann000617,2000,ds1,02_extracted/uang/2000/ds1_img000617_ann000617.png,ds1_img000617,2022,back,normal,not_applicable,medium,horizontal,medium,147.03553771972656,1.8364312267657992,0.5639620420773871,True
ds4_img010456_ann011817,2000,ds4,02_extracted/uang/2000/ds4_img010456_ann011817.png,ds4_img010456,2016,front,lusuh,not_applicable,low,vertical,medium,81.72428894042969,0.5376674438371646,0.47523187972337366,True
ds7_img026515_ann027613,2000,ds7,02_extracted/uang/2000/ds7_img026515_ann027613.png,ds7_img026515,unknown,unknown,lusuh,not_applicable,low,diagonal_or_square,high,107.62985229492188,0.9762416236493636,0.9273854218750001,True
ds10_img003547_ann003544,2000,ds10,02_extracted/uang/2000/ds10_img003547_ann003544.png,ds10_img003547,2022,front,normal,not_applicable,high,horizontal,low,189.35523986816406,1.9516129032258065,0.2461131057361216,True
ds9_img037301_ann037428,2000,ds9,02_extracted/uang/2000/ds9_img037301_ann037428.png,ds9_img037301,unknown,unknown,lusuh,not_applicable,low,horizontal,medium,117.3270034790039,2.14808362369338,0.431971435546875,True
ds8_img028517_ann029615,2000,ds8,02_extracted/uang/2000/ds8_img028517_ann029615.png,ds8_img028517,2022,front,normal,not_applicable,high,horizontal,high,160.59979248046875,1.4311270125223614,0.69875,True
ds1_img000527_ann000527,2000,ds1,02_extracted/uang/2000/ds1_img000527_ann000527.png,ds1_img000527,2022,front,normal,not_applicable,high,horizontal,high,159.6743927001953,1.921455938697318,0.887664794921875,True
ds5_img018622_ann019711,2000,ds5,02_extracted/uang/2000/ds5_img018622_ann019711.png,ds5_img018622,2022,back,normal,not_applicable,high,vertical,low,169.5213165283203,0.7114159984767385,0.248347464921875,True
ds4_img011174_ann012463,2000,ds4,02_extracted/uang/2000/ds4_img011174_ann012463.png,ds4_img011174,2016,front,lusuh,not_applicable,low,horizontal,low,100.1054458618164,2.2596685082872927,0.3688466597576531,True
ds6_img025850_ann026948,2000,ds6,02_extracted/uang/2000/ds6_img025850_ann026948.png,ds6_img025850,2016,front,normal,not_applicable,medium,horizontal,low,153.4845428466797,2.770266608049431,0.24864108072916669,True
ds10_img002598_ann002598,2000,ds10,02_extracted/uang/2000/ds10_img002598_ann002598.png,ds10_img002598,2022,front,normal,not_applicable,medium,horizontal,low,147.0260467529297,3.364705882352941,0.19938048521877888,True
ds7_img026503_ann027601,2000,ds7,02_extracted/uang/2000/ds7_img026503_ann027601.png,ds7_img026503,unknown,unknown,lusuh,not_applicable,high,diagonal_or_square,high,171.5752716064453,0.976233110857887,0.8994035888671875,True
ds8_img028717_ann029815,2000,ds8,02_extracted/uang/2000/ds8_img028717_ann029815.png,ds8_img028717,2022,back,normal,not_applicable,high,vertical,high,157.6256561279297,0.7424999999999999,0.7425,True
ds9_img038527_ann038474,2000,ds9,02_extracted/uang/2000/ds9_img038527_ann038474.png,ds9_img038527,unknown,unknown,lusuh,not_applicable,low,vertical,high,119.93743896484375,0.617693522906793,0.60425537109375,True
ds5_img014870_ann015959,2000,ds5,02_extracted/uang/2000/ds5_img014870_ann015959.png,ds5_img014870,2022,front,normal,not_applicable,medium,vertical,low,134.9807891845703,0.6410146063777206,0.3447978434765625,True
ds1_img001012_ann001012,2000,ds1,02_extracted/uang/2000/ds1_img001012_ann001012.png,ds1_img001012,2016,front,terlipat,not_applicable,low,horizontal,low,104.72262573242188,4.1449044585987265,0.17450254492040718,True
ds6_img023117_ann024209,2000,ds6,02_extracted/uang/2000/ds6_img023117_ann024209.png,ds6_img023117,2022,back,normal,not_applicable,high,horizontal,medium,153.89950561523438,1.9606457882653274,0.5806571771774293,True
ds4_img010028_ann011437,2000,ds4,02_extracted/uang/2000/ds4_img010028_ann011437.png,ds4_img010028,2022,front,lusuh,not_applicable,high,horizontal,medium,155.4180908203125,1.5941612206878197,0.5813348264508928,True
ds7_img027236_ann028334,2000,ds7,02_extracted/uang/2000/ds7_img027236_ann028334.png,ds7_img027236,unknown,unknown,lusuh,not_applicable,low,diagonal_or_square,high,41.037723541259766,0.9139275145575461,0.881490521484375,True
ds10_img003158_ann003157,2000,ds10,02_extracted/uang/2000/ds10_img003158_ann003157.png,ds10_img003158,2022,unknown,terlipat,not_applicable,medium,vertical,low,131.1543731689453,0.6061946902654868,0.253937416015789,True
ds4_img012163_ann013408,5000,ds4,02_extracted/uang/5000/ds4_img012163_ann013408.png,ds4_img012163,2016,back,lusuh,not_applicable,low,vertical,medium,99.57723999023438,0.5595798801197822,0.46428420908402424,True
ds8_img029552_ann030650,5000,ds8,02_extracted/uang/5000/ds8_img029552_ann030650.png,ds8_img029552,2022,front,terlipat,not_applicable,medium,diagonal_or_square,high,143.9319305419922,1.0,1.0,True
ds10_img002354_ann002354,5000,ds10,02_extracted/uang/5000/ds10_img002354_ann002354.png,ds10_img002354,2022,front,normal,not_applicable,high,horizontal,low,160.10964965820312,1.7987012987012987,0.3498631319811875,True
ds5_img022431_ann023520,5000,ds5,02_extracted/uang/5000/ds5_img022431_ann023520.png,ds5_img022431,2022,front,lusuh,not_applicable,medium,diagonal_or_square,low,142.86463928222656,0.8910121609459177,0.11955931111328125,True
ds7_img026817_ann027915,5000,ds7,02_extracted/uang/5000/ds7_img026817_ann027915.png,ds7_img026817,unknown,unknown,lusuh,not_applicable,low,diagonal_or_square,high,104.02156066894531,1.0986352805256696,0.82309583984375,True
ds9_img034410_ann034941,5000,ds9,02_extracted/uang/5000/ds9_img034410_ann034941.png,ds9_img034410,unknown,unknown,lusuh,not_applicable,low,horizontal,low,129.8485870361328,2.2323420074349443,0.394371337890625,True
ds1_img000217_ann000217,5000,ds1,02_extracted/uang/5000/ds1_img000217_ann000217.png,ds1_img000217,2022,back,normal,not_applicable,medium,horizontal,high,153.94644165039062,1.9737098344693282,0.8823517693413628,True
ds6_img022870_ann023962,5000,ds6,02_extracted/uang/5000/ds6_img022870_ann023962.png,ds6_img022870,2022,front,normal,not_applicable,high,horizontal,medium,156.13731384277344,1.9049493259864212,0.57643265625,True
ds8_img028122_ann029220,5000,ds8,02_extracted/uang/5000/ds8_img028122_ann029220.png,ds8_img028122,2022,front,normal,not_applicable,high,diagonal_or_square,medium,168.7233428955078,0.9987616171003718,0.45169618359375,True
ds10_img003621_ann003617,5000,ds10,02_extracted/uang/5000/ds10_img003621_ann003617.png,ds10_img003621,2022,front,lusuh,not_applicable,medium,vertical,low,154.04562377929688,0.5681818181818182,0.14434786260183086,True
ds9_img037997_ann038021,5000,ds9,02_extracted/uang/5000/ds9_img037997_ann038021.png,ds9_img037997,unknown,unknown,lusuh,not_applicable,high,horizontal,low,186.88067626953125,2.165745856353591,0.3897509765625,True
ds4_img007328_ann008806,5000,ds4,02_extracted/uang/5000/ds4_img007328_ann008806.png,ds4_img007328,2022,back,lusuh,not_applicable,high,horizontal,high,166.0280303955078,1.3466636710851492,0.7279168025749362,True
ds7_img026781_ann027879,5000,ds7,02_extracted/uang/5000/ds7_img026781_ann027879.png,ds7_img026781,unknown,unknown,lusuh,not_applicable,low,diagonal_or_square,high,106.4045181274414,1.0493021632937893,0.84169158203125,True
ds5_img021649_ann022738,5000,ds5,02_extracted/uang/5000/ds5_img021649_ann022738.png,ds5_img021649,2022,back,lusuh,not_applicable,low,vertical,low,117.76984405517578,0.48086551856413157,0.18433077738281248,True
ds1_img000940_ann000940,5000,ds1,02_extracted/uang/5000/ds1_img000940_ann000940.png,ds1_img000940,2016,front,terlipat,not_applicable,low,horizontal,medium,135.4761962890625,3.8160919540229883,0.44073486328125,True
ds6_img024572_ann025664,5000,ds6,02_extracted/uang/5000/ds6_img024572_ann025664.png,ds6_img024572,2022,back,normal,not_applicable,high,diagonal_or_square,high,187.40538024902344,1.0952369719894588,0.6407616263479168,True
ds8_img029340_ann030438,5000,ds8,02_extracted/uang/5000/ds8_img029340_ann030438.png,ds8_img029340,2022,back,normal,not_applicable,medium,horizontal,medium,145.62017822265625,1.3732801730914999,0.6088208779296875,True
ds5_img022615_ann023704,5000,ds5,02_extracted/uang/5000/ds5_img022615_ann023704.png,ds5_img022615,2022,front,normal,not_applicable,medium,vertical,low,141.02796936035156,0.6812882881117115,0.35070550045898435,True
ds4_img006704_ann008186,5000,ds4,02_extracted/uang/5000/ds4_img006704_ann008186.png,ds4_img006704,2016,back,lusuh,not_applicable,low,horizontal,medium,94.00252532958984,1.9438622290336012,0.49365839857700894,True
ds9_img035464_ann035839,5000,ds9,02_extracted/uang/5000/ds9_img035464_ann035839.png,ds9_img035464,unknown,unknown,lusuh,not_applicable,low,horizontal,medium,130.986083984375,2.0369127516778525,0.4416162109375,True
ds7_img026209_ann027307,5000,ds7,02_extracted/uang/5000/ds7_img026209_ann027307.png,ds7_img026209,unknown,unknown,lusuh,not_applicable,medium,diagonal_or_square,high,140.98709106445312,0.9287373882045895,0.89531876953125,True
ds6_img023853_ann024945,5000,ds6,02_extracted/uang/5000/ds6_img023853_ann024945.png,ds6_img023853,2022,back,normal,not_applicable,medium,horizontal,medium,143.6658935546875,1.817547613739262,0.6101994098348957,True
ds10_img002935_ann002934,5000,ds10,02_extracted/uang/5000/ds10_img002935_ann002934.png,ds10_img002935,2022,back,lusuh,not_applicable,high,horizontal,low,176.41738891601562,3.3734939759036147,0.19060479129923574,True
ds1_img001528_ann001528,5000,ds1,02_extracted/uang/5000/ds1_img001528_ann001528.png,ds1_img001528,2022,front,normal,not_applicable,high,horizontal,medium,155.98580932617188,2.013440860215054,0.4723917643229167,True
ds8_img027970_ann029068,5000,ds8,02_extracted/uang/5000/ds8_img027970_ann029068.png,ds8_img027970,2022,back,normal,not_applicable,medium,vertical,medium,146.32052612304688,0.6436029654036244,0.5789425512695312,True
ds7_img026489_ann027587,5000,ds7,02_extracted/uang/5000/ds7_img026489_ann027587.png,ds7_img026489,unknown,unknown,lusuh,not_applicable,high,diagonal_or_square,high,176.71273803710938,0.876624821229938,0.8475577099609375,True
ds4_img009013_ann010435,5000,ds4,02_extracted/uang/5000/ds4_img009013_ann010435.png,ds4_img009013,2022,front,lusuh,not_applicable,high,horizontal,low,180.1174774169922,1.933649289099526,0.42893016581632654,True
