sample_id,label,source_id,image_id,annotation_id,file_path,r_clip,aspect_ratio,relative_area,file_exists,flag_clip,flag_aspect,flag_area,random_5pct,auto_flag,audit_required,audit_reason,decision,notes
ds1_img000054_ann000054,10000,ds1,54,54,02_extracted/uang/10000/ds1_img000054_ann000054.png,1.0,3.827751196172249,0.3187566963689952,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000057_ann000057,50000,ds1,57,57,02_extracted/uang/50000/ds1_img000057_ann000057.png,1.0,2.198581560283688,0.2964274088541667,True,False,False,False,True,False,True,random_5pct,,
ds1_img000066_ann000066,50000,ds1,66,66,02_extracted/uang/50000/ds1_img000066_ann000066.png,1.0,2.198581560283688,0.31228231864799116,True,False,False,False,True,False,True,random_5pct,,
ds1_img000068_ann000068,1000,ds1,68,68,02_extracted/uang/1000/ds1_img000068_ann000068.png,1.0,3.8866995073891624,0.2715504964192708,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000069_ann000069,2000,ds1,69,69,02_extracted/uang/2000/ds1_img000069_ann000069.png,1.0,3.815165876777251,0.2879757351345486,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000070_ann000070,2000,ds1,70,70,02_extracted/uang/2000/ds1_img000070_ann000070.png,1.0,1.8364312267657992,0.5069198608398438,True,False,False,False,True,False,True,random_5pct,,
ds1_img000073_ann000073,10000,ds1,73,73,02_extracted/uang/10000/ds1_img000073_ann000073.png,1.0,3.9528487229862477,0.4340735541449653,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000074_ann000074,1000,ds1,74,74,02_extracted/uang/1000/ds1_img000074_ann000074.png,1.0,4.170278637770898,0.18441136678059897,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000077_ann000077,20000,ds1,77,77,02_extracted/uang/20000/ds1_img000077_ann000077.png,1.0,4.144171779141105,0.18667687310112846,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000080_ann000080,10000,ds1,80,80,02_extracted/uang/10000/ds1_img000080_ann000080.png,1.0,4.364741641337386,0.2002478705512153,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000083_ann000083,5000,ds1,83,83,02_extracted/uang/5000/ds1_img000083_ann000083.png,1.0,4.08125,0.17713758680555555,True,False,True,False,True,True,True,aspect_outlier;random_5pct,,
ds1_img000088_ann000088,1000,ds1,88,88,02_extracted/uang/1000/ds1_img000088_ann000088.png,1.0,4.0501567398119125,0.1746910942925347,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000090_ann000090,20000,ds1,90,90,02_extracted/uang/20000/ds1_img000090_ann000090.png,1.0,4.108504398826979,0.2252789692285058,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000092_ann000092,5000,ds1,92,92,02_extracted/uang/5000/ds1_img000092_ann000092.png,1.0,1.9782608695652173,0.2554931640625,True,False,False,False,True,False,True,random_5pct,,
ds1_img000097_ann000097,100000,ds1,97,97,02_extracted/uang/100000/ds1_img000097_ann000097.png,1.0,4.553191489361702,0.20889366997612846,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000100_ann000100,1000,ds1,100,100,02_extracted/uang/1000/ds1_img000100_ann000100.png,1.0,3.7893462469733654,0.28564351272423866,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000103_ann000103,2000,ds1,103,103,02_extracted/uang/2000/ds1_img000103_ann000103.png,1.0,3.8146067415730336,0.46105194091796875,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000106_ann000106,1000,ds1,106,106,02_extracted/uang/1000/ds1_img000106_ann000106.png,1.0,3.737980769230769,0.27621780419484865,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000108_ann000108,10000,ds1,108,108,02_extracted/uang/10000/ds1_img000108_ann000108.png,1.0,3.9073359073359075,0.4443834092881944,True,False,True,False,True,True,True,aspect_outlier;random_5pct,,
ds1_img000114_ann000114,2000,ds1,114,114,02_extracted/uang/2000/ds1_img000114_ann000114.png,1.0,3.8785714285714286,0.2932297184706693,True,False,True,False,True,True,True,aspect_outlier;random_5pct,,
ds1_img000120_ann000120,2000,ds1,120,120,02_extracted/uang/2000/ds1_img000120_ann000120.png,1.0,4.3765432098765435,0.194732666015625,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000121_ann000121,1000,ds1,121,121,02_extracted/uang/1000/ds1_img000121_ann000121.png,1.0,3.802850356294537,0.28568734063042533,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000125_ann000125,2000,ds1,125,125,02_extracted/uang/2000/ds1_img000125_ann000125.png,1.0,3.8950617283950617,0.20392846883079574,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000130_ann000130,1000,ds1,130,130,02_extracted/uang/1000/ds1_img000130_ann000130.png,1.0,4.210355987055016,0.17039362589518228,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000133_ann000133,10000,ds1,133,133,02_extracted/uang/10000/ds1_img000133_ann000133.png,1.0,3.7784615384615385,0.19021500825488336,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000135_ann000135,50000,ds1,135,135,02_extracted/uang/50000/ds1_img000135_ann000135.png,1.0,4.0,0.1857520209418403,True,False,False,False,True,False,True,random_5pct,,
ds1_img000141_ann000141,1000,ds1,141,141,02_extracted/uang/1000/ds1_img000141_ann000141.png,1.0,4.162790697674419,0.18487234832957572,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000142_ann000142,50000,ds1,142,142,02_extracted/uang/50000/ds1_img000142_ann000142.png,1.0,4.0125,0.21531070391005244,True,False,False,False,True,False,True,random_5pct,,
ds1_img000146_ann000146,1000,ds1,146,146,02_extracted/uang/1000/ds1_img000146_ann000146.png,1.0,4.21483771251932,0.18834642088542733,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000147_ann000147,10000,ds1,147,147,02_extracted/uang/10000/ds1_img000147_ann000147.png,1.0,3.9528487229862477,0.4340735541449653,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000148_ann000148,50000,ds1,148,148,02_extracted/uang/50000/ds1_img000148_ann000148.png,1.0,4.299401197604791,0.20329115125868055,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000149_ann000149,10000,ds1,149,149,02_extracted/uang/10000/ds1_img000149_ann000149.png,1.0,4.1152647975077885,0.1854830666834635,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000152_ann000152,20000,ds1,152,152,02_extracted/uang/20000/ds1_img000152_ann000152.png,1.0,4.122257053291536,0.17780092027452257,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000153_ann000153,2000,ds1,153,153,02_extracted/uang/2000/ds1_img000153_ann000153.png,1.0,3.756923076923077,0.19137008101851852,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000154_ann000154,100000,ds1,154,154,02_extracted/uang/100000/ds1_img000154_ann000154.png,1.0,4.068965517241379,0.17680450228872036,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000155_ann000155,50000,ds1,155,155,02_extracted/uang/50000/ds1_img000155_ann000155.png,1.0,4.266244057052298,0.1813311300129808,True,False,True,False,True,True,True,aspect_outlier;random_5pct,,
ds1_img000161_ann000161,10000,ds1,161,161,02_extracted/uang/10000/ds1_img000161_ann000161.png,1.0,2.047043010752688,0.48563552392022136,True,False,False,False,True,False,True,random_5pct,,
ds1_img000162_ann000162,50000,ds1,162,162,02_extracted/uang/50000/ds1_img000162_ann000162.png,1.0,4.221445221445221,0.3545729620197705,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000164_ann000164,2000,ds1,164,164,02_extracted/uang/2000/ds1_img000164_ann000164.png,1.0,1.9114927344782033,0.46428214179144967,True,False,False,False,True,False,True,random_5pct,,
ds1_img000166_ann000166,1000,ds1,166,166,02_extracted/uang/1000/ds1_img000166_ann000166.png,1.0,3.77140169332079,0.45492235003757603,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000171_ann000171,2000,ds1,171,171,02_extracted/uang/2000/ds1_img000171_ann000171.png,1.0,3.8473520249221185,0.16803105672200522,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000173_ann000173,1000,ds1,173,173,02_extracted/uang/1000/ds1_img000173_ann000173.png,1.0,4.136363636363637,0.1663174099392361,True,False,True,False,True,True,True,aspect_outlier;random_5pct,,
ds1_img000174_ann000174,1000,ds1,174,174,02_extracted/uang/1000/ds1_img000174_ann000174.png,1.0,3.72744014732965,0.4658304850260417,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000175_ann000175,2000,ds1,175,175,02_extracted/uang/2000/ds1_img000175_ann000175.png,1.0,3.9711538461538463,0.29344811095169776,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000178_ann000178,50000,ds1,178,178,02_extracted/uang/50000/ds1_img000178_ann000178.png,1.0,2.0659574468085107,0.8608058608058609,True,False,False,False,True,False,True,random_5pct,,
ds1_img000179_ann000179,20000,ds1,179,179,02_extracted/uang/20000/ds1_img000179_ann000179.png,1.0,2.266304347826087,0.5425425850109247,True,False,False,False,True,False,True,random_5pct,,
ds1_img000180_ann000180,20000,ds1,180,180,02_extracted/uang/20000/ds1_img000180_ann000180.png,1.0,4.151658767772512,0.3133748372395833,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000181_ann000181,10000,ds1,181,181,02_extracted/uang/10000/ds1_img000181_ann000181.png,1.0,3.872146118721461,0.3148600260416667,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000184_ann000184,5000,ds1,184,184,02_extracted/uang/5000/ds1_img000184_ann000184.png,1.0,4.18125,0.18147786458333334,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000186_ann000186,10000,ds1,186,186,02_extracted/uang/10000/ds1_img000186_ann000186.png,1.0,3.68,0.48342541436464087,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000187_ann000187,10000,ds1,187,187,02_extracted/uang/10000/ds1_img000187_ann000187.png,1.0,4.031175059952038,0.29711278279622394,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000188_ann000188,10000,ds1,188,188,02_extracted/uang/10000/ds1_img000188_ann000188.png,1.0,3.840466926070039,0.46306306306306305,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000190_ann000190,100000,ds1,190,190,02_extracted/uang/100000/ds1_img000190_ann000190.png,1.0,4.15130023640662,0.3148345947265625,True,False,True,False,True,True,True,aspect_outlier;random_5pct,,
ds1_img000191_ann000191,5000,ds1,191,191,02_extracted/uang/5000/ds1_img000191_ann000191.png,1.0,1.9822064056939501,0.2653622097439236,True,False,False,False,True,False,True,random_5pct,,
ds1_img000193_ann000193,20000,ds1,193,193,02_extracted/uang/20000/ds1_img000193_ann000193.png,1.0,3.988290398126464,0.308219485812717,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000194_ann000194,1000,ds1,194,194,02_extracted/uang/1000/ds1_img000194_ann000194.png,1.0,3.8275862068965516,0.4420623779296875,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000198_ann000198,5000,ds1,198,198,02_extracted/uang/5000/ds1_img000198_ann000198.png,1.0,4.269108280254777,0.17973158775705403,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000202_ann000202,10000,ds1,202,202,02_extracted/uang/10000/ds1_img000202_ann000202.png,1.0,3.9069212410501195,0.2907235887315538,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000206_ann000206,2000,ds1,206,206,02_extracted/uang/2000/ds1_img000206_ann000206.png,1.0,3.8976190476190475,0.2914174397786458,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000207_ann000207,2000,ds1,207,207,02_extracted/uang/2000/ds1_img000207_ann000207.png,1.0,3.7996289424860854,0.4678819444444444,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000210_ann000210,1000,ds1,210,210,02_extracted/uang/1000/ds1_img000210_ann000210.png,1.0,4.037854889589905,0.17198350694444445,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000211_ann000211,1000,ds1,211,211,02_extracted/uang/1000/ds1_img000211_ann000211.png,1.0,3.8457142857142856,0.4492759704589844,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000218_ann000218,1000,ds1,218,218,02_extracted/uang/1000/ds1_img000218_ann000218.png,1.0,4.0501567398119125,0.1746910942925347,True,False,True,False,True,True,True,aspect_outlier;random_5pct,,
ds1_img000221_ann000221,5000,ds1,221,221,02_extracted/uang/5000/ds1_img000221_ann000221.png,1.0,4.108974358974359,0.26686436769829885,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000222_ann000222,50000,ds1,222,222,02_extracted/uang/50000/ds1_img000222_ann000222.png,1.0,4.173780487804878,0.19173669467787116,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000223_ann000223,5000,ds1,223,223,02_extracted/uang/5000/ds1_img000223_ann000223.png,1.0,3.8700361010830324,0.285288993646239,True,False,False,False,True,False,True,random_5pct,,
ds1_img000224_ann000224,20000,ds1,224,224,02_extracted/uang/20000/ds1_img000224_ann000224.png,1.0,4.397553516819572,0.20078653412584546,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000232_ann000232,1000,ds1,232,232,02_extracted/uang/1000/ds1_img000232_ann000232.png,1.0,3.8278846153846153,0.44197069071531053,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000235_ann000235,10000,ds1,235,235,02_extracted/uang/10000/ds1_img000235_ann000235.png,1.0,3.847560975609756,0.1754489474826389,True,False,True,False,True,True,True,aspect_outlier;random_5pct,,
ds1_img000236_ann000236,100000,ds1,236,236,02_extracted/uang/100000/ds1_img000236_ann000236.png,1.0,2.2685512367491167,0.3080342610677083,True,False,False,False,True,False,True,random_5pct,,
ds1_img000240_ann000240,10000,ds1,240,240,02_extracted/uang/10000/ds1_img000240_ann000240.png,1.0,3.9242902208201893,0.20921428192477054,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000243_ann000243,2000,ds1,243,243,02_extracted/uang/2000/ds1_img000243_ann000243.png,1.0,1.8817480719794344,0.4827677408854167,True,False,False,False,True,False,True,random_5pct,,
ds1_img000244_ann000244,20000,ds1,244,244,02_extracted/uang/20000/ds1_img000244_ann000244.png,1.0,4.394611727416799,0.18678723013595683,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000247_ann000247,10000,ds1,247,247,02_extracted/uang/10000/ds1_img000247_ann000247.png,1.0,3.919308357348703,0.45339721254355403,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000248_ann000248,20000,ds1,248,248,02_extracted/uang/20000/ds1_img000248_ann000248.png,1.0,4.09112426035503,0.31183441364350617,True,False,True,False,True,True,True,aspect_outlier;random_5pct,,
ds1_img000250_ann000250,1000,ds1,250,250,02_extracted/uang/1000/ds1_img000250_ann000250.png,1.0,4.045234248788368,0.16545996447359432,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000252_ann000252,10000,ds1,252,252,02_extracted/uang/10000/ds1_img000252_ann000252.png,1.0,3.847560975609756,0.1754489474826389,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000253_ann000253,1000,ds1,253,253,02_extracted/uang/1000/ds1_img000253_ann000253.png,1.0,1.8301225919439579,0.2529123094346788,True,False,False,False,True,False,True,random_5pct,,
ds1_img000259_ann000259,2000,ds1,259,259,02_extracted/uang/2000/ds1_img000259_ann000259.png,1.0,3.6483870967741936,0.16358449789483115,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000265_ann000265,1000,ds1,265,265,02_extracted/uang/1000/ds1_img000265_ann000265.png,1.0,3.798095238095238,0.44371287027994794,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000266_ann000266,1000,ds1,266,266,02_extracted/uang/1000/ds1_img000266_ann000266.png,1.0,4.136363636363637,0.1663174099392361,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000268_ann000268,100000,ds1,268,268,02_extracted/uang/100000/ds1_img000268_ann000268.png,1.0,2.2845744680851063,0.5475938585069444,True,False,False,False,True,False,True,random_5pct,,
ds1_img000269_ann000269,50000,ds1,269,269,02_extracted/uang/50000/ds1_img000269_ann000269.png,1.0,4.2594936708860756,0.18604952268973432,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000270_ann000270,20000,ds1,270,270,02_extracted/uang/20000/ds1_img000270_ann000270.png,1.0,2.2986301369863016,0.6270578743898044,True,False,False,False,True,False,True,random_5pct,,
ds1_img000277_ann000277,2000,ds1,277,277,02_extracted/uang/2000/ds1_img000277_ann000277.png,1.0,1.9185750636132315,0.5023905436197916,True,False,False,False,True,False,True,random_5pct,,
ds1_img000278_ann000278,10000,ds1,278,278,02_extracted/uang/10000/ds1_img000278_ann000278.png,1.0,3.957040572792363,0.29445309109157985,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000281_ann000281,1000,ds1,281,281,02_extracted/uang/1000/ds1_img000281_ann000281.png,1.0,3.86810551558753,0.28720921295347407,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000282_ann000282,50000,ds1,282,282,02_extracted/uang/50000/ds1_img000282_ann000282.png,1.0,4.297297297297297,0.20347535355605656,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000283_ann000283,10000,ds1,283,283,02_extracted/uang/10000/ds1_img000283_ann000283.png,1.0,3.949753694581281,0.4343802307508369,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000284_ann000284,5000,ds1,284,284,02_extracted/uang/5000/ds1_img000284_ann000284.png,1.0,1.958498023715415,0.8501620822482638,True,False,False,False,True,False,True,random_5pct,,
ds1_img000285_ann000285,20000,ds1,285,285,02_extracted/uang/20000/ds1_img000285_ann000285.png,1.0,4.023460410557185,0.24516536080053997,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000287_ann000287,50000,ds1,287,287,02_extracted/uang/50000/ds1_img000287_ann000287.png,1.0,4.172985781990521,0.31498463948567706,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000289_ann000289,50000,ds1,289,289,02_extracted/uang/50000/ds1_img000289_ann000289.png,1.0,4.098591549295775,0.31760094281615087,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000290_ann000290,2000,ds1,290,290,02_extracted/uang/2000/ds1_img000290_ann000290.png,1.0,4.190031152647975,0.18299738566080728,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000291_ann000291,1000,ds1,291,291,02_extracted/uang/1000/ds1_img000291_ann000291.png,1.0,3.72744014732965,0.4658304850260417,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000292_ann000292,5000,ds1,292,292,02_extracted/uang/5000/ds1_img000292_ann000292.png,1.0,4.072992700729927,0.2948729157880661,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000295_ann000295,10000,ds1,295,295,02_extracted/uang/10000/ds1_img000295_ann000295.png,1.0,3.679558011049724,0.45984649658203125,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000302_ann000302,2000,ds1,302,302,02_extracted/uang/2000/ds1_img000302_ann000302.png,1.0,3.7359413202933984,0.2648891872829861,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000304_ann000304,50000,ds1,304,304,02_extracted/uang/50000/ds1_img000304_ann000304.png,1.0,4.335365853658536,0.19769287109375,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000305_ann000305,2000,ds1,305,305,02_extracted/uang/2000/ds1_img000305_ann000305.png,1.0,4.0892307692307694,0.18307367960611978,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000308_ann000308,1000,ds1,308,308,02_extracted/uang/1000/ds1_img000308_ann000308.png,1.0,4.047770700636943,0.16915808783637154,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000310_ann000310,1000,ds1,310,310,02_extracted/uang/1000/ds1_img000310_ann000310.png,1.0,3.8708133971291865,0.308663070365198,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000315_ann000315,20000,ds1,315,315,02_extracted/uang/20000/ds1_img000315_ann000315.png,1.0,4.106635071090047,0.36078091268948587,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000316_ann000316,2000,ds1,316,316,02_extracted/uang/2000/ds1_img000316_ann000316.png,1.0,3.8934131736526947,0.2897819951151192,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000319_ann000319,2000,ds1,319,319,02_extracted/uang/2000/ds1_img000319_ann000319.png,1.0,3.7996289424860854,0.4678819444444444,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000327_ann000327,1000,ds1,327,327,02_extracted/uang/1000/ds1_img000327_ann000327.png,1.0,3.9656019656019654,0.27842966715494794,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000329_ann000329,2000,ds1,329,329,02_extracted/uang/2000/ds1_img000329_ann000329.png,1.0,3.7996768982229403,0.15541606886657103,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000330_ann000330,2000,ds1,330,330,02_extracted/uang/2000/ds1_img000330_ann000330.png,1.0,3.8337236533957846,0.29627439710828996,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000332_ann000332,10000,ds1,332,332,02_extracted/uang/10000/ds1_img000332_ann000332.png,1.0,3.930902111324376,0.4522569444444444,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000333_ann000333,20000,ds1,333,333,02_extracted/uang/20000/ds1_img000333_ann000333.png,1.0,3.9863013698630136,0.4411938985188802,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000338_ann000338,10000,ds1,338,338,02_extracted/uang/10000/ds1_img000338_ann000338.png,1.0,4.028436018957346,0.1723105400696864,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000339_ann000339,2000,ds1,339,339,02_extracted/uang/2000/ds1_img000339_ann000339.png,1.0,4.182527301092044,0.18345214610234337,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000340_ann000340,10000,ds1,340,340,02_extracted/uang/10000/ds1_img000340_ann000340.png,1.0,3.679558011049724,0.45984649658203125,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000349_ann000349,50000,ds1,349,349,02_extracted/uang/50000/ds1_img000349_ann000349.png,1.0,4.0,0.1857520209418403,True,False,False,False,True,False,True,random_5pct,,
ds1_img000350_ann000350,1000,ds1,350,350,02_extracted/uang/1000/ds1_img000350_ann000350.png,1.0,3.9753086419753085,0.19678364889487443,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000352_ann000352,2000,ds1,352,352,02_extracted/uang/2000/ds1_img000352_ann000352.png,1.0,4.380645161290323,0.1797584887613582,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000354_ann000354,20000,ds1,354,354,02_extracted/uang/20000/ds1_img000354_ann000354.png,1.0,4.056603773584905,0.3091091579861111,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000358_ann000358,1000,ds1,358,358,02_extracted/uang/1000/ds1_img000358_ann000358.png,1.0,3.84,0.46296296296296297,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000359_ann000359,1000,ds1,359,359,02_extracted/uang/1000/ds1_img000359_ann000359.png,1.0,3.608133086876155,0.49271402550091076,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000362_ann000362,1000,ds1,362,362,02_extracted/uang/1000/ds1_img000362_ann000362.png,1.0,3.873205741626794,0.28684065077039933,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000363_ann000363,1000,ds1,363,363,02_extracted/uang/1000/ds1_img000363_ann000363.png,1.0,3.7282809611829943,0.465941193550591,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000365_ann000365,2000,ds1,365,365,02_extracted/uang/2000/ds1_img000365_ann000365.png,1.0,3.8976190476190475,0.2914174397786458,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000367_ann000367,1000,ds1,367,367,02_extracted/uang/1000/ds1_img000367_ann000367.png,1.0,3.9152542372881354,0.28305943806966144,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000369_ann000369,1000,ds1,369,369,02_extracted/uang/1000/ds1_img000369_ann000369.png,1.0,4.133819951338199,0.2959734598795573,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000370_ann000370,2000,ds1,370,370,02_extracted/uang/2000/ds1_img000370_ann000370.png,1.0,3.8950617283950617,0.20392846883079574,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000371_ann000371,2000,ds1,371,371,02_extracted/uang/2000/ds1_img000371_ann000371.png,1.0,4.096018735362998,0.3165448506673177,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000373_ann000373,10000,ds1,373,373,02_extracted/uang/10000/ds1_img000373_ann000373.png,1.0,3.8481927710843373,0.3024704035342333,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000374_ann000374,1000,ds1,374,374,02_extracted/uang/1000/ds1_img000374_ann000374.png,1.0,3.6015325670498086,0.4783994852145427,True,False,True,False,False,True,True,aspect_outlier,,
ds1_img000379_ann000379,10000,ds1,379,379,02_extracted/uang/10000/ds1_img000379_ann000379.png,1.0,3.5572519083969465,0.5,True,False,True,False,False,True,True,aspect_outlier,,
