sample_id,label,source_id,file_path,group_id,emission_year,side,condition,object_group,brightness_proxy,orientation_proxy,scale_proxy,luminance_mean,aspect_ratio,relative_area,reviewed
ds10_img002509_ann002509,1000,ds10,02_extracted/uang/1000/ds10_img002509_ann002509.png,ds10_img002509,2022,back,lusuh,not_applicable,medium,vertical,low,121.97566986083984,0.5978847649674356,0.31978485438292964,True
ds2_img003876_ann003872,1000,ds2,02_extracted/uang/1000/ds2_img003876_ann003872.png,ds2_img003876,2022,front,normal,not_applicable,medium,horizontal,low,140.15513610839844,1.8203389830508474,0.17189127604166668,True
ds4_img006037_ann007519,1000,ds4,02_extracted/uang/1000/ds4_img006037_ann007519.png,ds4_img006037,2022,front,lusuh,not_applicable,high,vertical,medium,169.87625122070312,0.6482987705012572,0.6070401409040178,True
ds5_img021306_ann022395,1000,ds5,02_extracted/uang/1000/ds5_img021306_ann022395.png,ds5_img021306,2022,back,lusuh,not_applicable,high,diagonal_or_square,low,157.83975219726562,1.1547750911792516,0.13905783632812502,True
ds6_img024165_ann025257,1000,ds6,02_extracted/uang/1000/ds6_img024165_ann025257.png,ds6_img024165,2022,back,normal,not_applicable,high,vertical,low,178.58802795410156,0.5550708833151581,0.3798445638020833,True
ds7_img027579_ann028677,1000,ds7,02_extracted/uang/1000/ds7_img027579_ann028677.png,ds7_img027579,unknown,unknown,lusuh,not_applicable,low,diagonal_or_square,high,111.97785949707031,1.052956298200514,0.76244,True
ds8_img029964_ann031062,1000,ds8,02_extracted/uang/1000/ds8_img029964_ann031062.png,ds8_img029964,2022,front,normal,not_applicable,high,vertical,medium,161.98092651367188,0.7888680355494455,0.5948079765625,True
ds9_img035303_ann035699,1000,ds9,02_extracted/uang/1000/ds9_img035303_ann035699.png,ds9_img035303,2016,back,lusuh,not_applicable,low,horizontal,low,112.15404510498047,2.096045197740113,0.3607196044921875,True
ds1_img000250_ann000250,1000,ds1,02_extracted/uang/1000/ds1_img000250_ann000250.png,ds1_img000250,2016,back,terlipat,not_applicable,low,horizontal,low,78.3647232055664,4.045234248788368,0.16545996447359432,True
ds10_img003649_ann003645,1000,ds10,02_extracted/uang/1000/ds10_img003649_ann003645.png,ds10_img003649,2022,front,normal,not_applicable,low,horizontal,low,106.2474136352539,1.7376560129527403,0.342536066256568,True
ds2_img004267_ann004262,1000,ds2,02_extracted/uang/1000/ds2_img004267_ann004262.png,ds2_img004267,2022,back,normal,not_applicable,low,horizontal,low,117.13174438476562,1.8390410958904109,0.17014322916666666,True
ds4_img011338_ann012625,1000,ds4,02_extracted/uang/1000/ds4_img011338_ann012625.png,ds4_img011338,2022,back,lusuh,not_applicable,high,horizontal,high,158.9457550048828,1.333695483470433,0.7459051443718113,True
ds5_img019538_ann020627,1000,ds5,02_extracted/uang/1000/ds5_img019538_ann020627.png,ds5_img019538,2022,back,normal,not_applicable,low,diagonal_or_square,medium,99.57850646972656,1.1939359116256163,0.4157543906103516,True
ds6_img025720_ann026818,1000,ds6,02_extracted/uang/1000/ds6_img025720_ann026818.png,ds6_img025720,2022,back,normal,not_applicable,medium,vertical,medium,134.44007873535156,0.600543388249903,0.52710069114375,True
ds7_img026289_ann027387,1000,ds7,02_extracted/uang/1000/ds7_img026289_ann027387.png,ds7_img026289,unknown,unknown,lusuh,not_applicable,high,diagonal_or_square,high,158.82289123535156,1.063745908955668,0.7510259531250001,True
ds8_img028900_ann029998,1000,ds8,02_extracted/uang/1000/ds8_img028900_ann029998.png,ds8_img028900,2022,front,terlipat,not_applicable,medium,vertical,high,138.60618591308594,0.76,0.76,True
ds9_img030876_ann031929,1000,ds9,02_extracted/uang/1000/ds9_img030876_ann031929.png,ds9_img030876,2022,front,lusuh,not_applicable,high,horizontal,medium,184.1265869140625,1.8504672897196262,0.4655126953125,True
ds1_img000308_ann000308,1000,ds1,02_extracted/uang/1000/ds1_img000308_ann000308.png,ds1_img000308,2016,back,terlipat,not_applicable,low,horizontal,low,80.44889831542969,4.047770700636943,0.16915808783637154,True
ds10_img002725_ann002725,1000,ds10,02_extracted/uang/1000/ds10_img002725_ann002725.png,ds10_img002725,2022,front,normal,not_applicable,low,horizontal,low,112.47418975830078,1.8565605714066673,0.3643346757657311,True
ds2_img003889_ann003885,1000,ds2,02_extracted/uang/1000/ds2_img003889_ann003885.png,ds2_img003889,2022,front,normal,not_applicable,medium,horizontal,low,148.80337524414062,2.0911458333333335,0.33458333333333334,True
ds4_img011498_ann012779,1000,ds4,02_extracted/uang/1000/ds4_img011498_ann012779.png,ds4_img011498,2022,front,lusuh,not_applicable,high,horizontal,high,153.2740478515625,1.3566124446636982,0.6416944321189413,True
ds5_img016496_ann017585,1000,ds5,02_extracted/uang/1000/ds5_img016496_ann017585.png,ds5_img016496,2022,back,normal,not_applicable,high,vertical,low,176.88014221191406,0.7322936746090102,0.28973691714843747,True
ds6_img024815_ann025907,1000,ds6,02_extracted/uang/1000/ds6_img024815_ann025907.png,ds6_img024815,2022,front,terlipat,not_applicable,high,diagonal_or_square,high,184.209228515625,0.8026079738667095,0.9328969375,True
ds7_img026170_ann027268,1000,ds7,02_extracted/uang/1000/ds7_img026170_ann027268.png,ds7_img026170,unknown,unknown,lusuh,not_applicable,low,diagonal_or_square,high,60.05571365356445,0.9374495430619693,0.877902353515625,True
ds8_img028054_ann029152,1000,ds8,02_extracted/uang/1000/ds8_img028054_ann029152.png,ds8_img028054,2022,front,terlipat,not_applicable,medium,diagonal_or_square,high,144.9974822998047,1.0,1.0,True
ds9_img038237_ann038221,1000,ds9,02_extracted/uang/1000/ds9_img038237_ann038221.png,ds9_img038237,2022,front,lusuh,not_applicable,high,horizontal,medium,177.84239196777344,1.696629213483146,0.5249609375,True
ds1_img000265_ann000265,1000,ds1,02_extracted/uang/1000/ds1_img000265_ann000265.png,ds1_img000265,2016,back,terlipat,not_applicable,medium,horizontal,medium,146.15077209472656,3.798095238095238,0.44371287027994794,True
ds10_img003555_ann003552,1000,ds10,02_extracted/uang/1000/ds10_img003555_ann003552.png,ds10_img003555,2022,front,terlipat,not_applicable,low,diagonal_or_square,medium,101.9866943359375,1.0371899154222817,0.5072912101114956,True
ds2_img004640_ann004637,1000,ds2,02_extracted/uang/1000/ds2_img004640_ann004637.png,ds2_img004640,2022,front,normal,not_applicable,medium,horizontal,low,140.71951293945312,1.8571428571428572,0.1741796875,True
ds4_img006836_ann008315,1000,ds4,02_extracted/uang/1000/ds4_img006836_ann008315.png,ds4_img006836,2016,front,lusuh,not_applicable,low,vertical,high,112.90650939941406,0.6946068510606401,0.6307536313775509,True
ds5_img016793_ann017882,1000,ds5,02_extracted/uang/1000/ds5_img016793_ann017882.png,ds5_img016793,2022,back,normal,not_applicable,medium,diagonal_or_square,medium,141.9617156982422,0.9306865138715648,0.5851621143896485,True
ds6_img023766_ann024858,1000,ds6,02_extracted/uang/1000/ds6_img023766_ann024858.png,ds6_img023766,2022,front,normal,not_applicable,medium,vertical,low,147.92913818359375,0.5268064930468495,0.33487189296354164,True
ds7_img027120_ann028218,1000,ds7,02_extracted/uang/1000/ds7_img027120_ann028218.png,ds7_img027120,unknown,unknown,lusuh,not_applicable,medium,diagonal_or_square,high,127.92388153076172,0.8363415647062582,0.8003052148437501,True
ds8_img029553_ann030651,1000,ds8,02_extracted/uang/1000/ds8_img029553_ann030651.png,ds8_img029553,2022,front,normal,not_applicable,high,horizontal,high,195.10574340820312,1.353637901861252,0.73875,True
ds9_img036309_ann036577,1000,ds9,02_extracted/uang/1000/ds9_img036309_ann036577.png,ds9_img036309,2016,front,lusuh,not_applicable,low,horizontal,medium,112.77750396728516,2.0367132867132867,0.40672607421875,True
ds1_img000216_ann000216,1000,ds1,02_extracted/uang/1000/ds1_img000216_ann000216.png,ds1_img000216,2022,back,normal,not_applicable,medium,horizontal,high,147.6624298095703,1.8296703296703296,0.924774169921875,True
ds10_img003040_ann003039,1000,ds10,02_extracted/uang/1000/ds10_img003040_ann003039.png,ds10_img003040,2022,unknown,terlipat,not_applicable,high,vertical,low,156.64320373535156,0.6804374240583233,0.31045758041778804,True
ds2_img004518_ann004514,1000,ds2,02_extracted/uang/1000/ds2_img004518_ann004514.png,ds2_img004518,2022,front,normal,not_applicable,medium,horizontal,low,145.6547393798828,1.4038461538461537,0.26361111111111113,True
ds4_img007269_ann008747,1000,ds4,02_extracted/uang/1000/ds4_img007269_ann008747.png,ds4_img007269,2016,front,lusuh,not_applicable,low,horizontal,medium,120.56139373779297,1.8644859813084111,0.42543247767857145,True
ds5_img019446_ann020535,1000,ds5,02_extracted/uang/1000/ds5_img019446_ann020535.png,ds5_img019446,2022,front,normal,not_applicable,low,diagonal_or_square,high,84.72882080078125,1.1359491642538904,0.6173106581933593,True
ds6_img025751_ann026849,1000,ds6,02_extracted/uang/1000/ds6_img025751_ann026849.png,ds6_img025751,2022,front,terlipat,not_applicable,medium,horizontal,high,141.64178466796875,1.2734125,0.955059375,True
ds7_img027093_ann028191,1000,ds7,02_extracted/uang/1000/ds7_img027093_ann028191.png,ds7_img027093,unknown,unknown,lusuh,not_applicable,low,diagonal_or_square,high,120.15483856201172,0.8937524353812184,0.827762796875,True
ds8_img028320_ann029418,1000,ds8,02_extracted/uang/1000/ds8_img028320_ann029418.png,ds8_img028320,2022,back,normal,not_applicable,medium,diagonal_or_square,medium,139.482666015625,0.8505753373313343,0.5912681425781251,True
ds9_img037825_ann037873,1000,ds9,02_extracted/uang/1000/ds9_img037825_ann037873.png,ds9_img037825,2016,front,lusuh,not_applicable,low,horizontal,medium,111.03850555419922,2.037102473498233,0.398314208984375,True
ds1_img000896_ann000896,1000,ds1,02_extracted/uang/1000/ds1_img000896_ann000896.png,ds1_img000896,2022,back,normal,not_applicable,high,horizontal,medium,159.25865173339844,1.8495212038303694,0.48755836026884203,True
ds10_img003648_ann003644,1000,ds10,02_extracted/uang/1000/ds10_img003648_ann003644.png,ds10_img003648,2016,back,lusuh,not_applicable,low,horizontal,low,65.04386901855469,1.765070566354254,0.3826921568627451,True
ds2_img004106_ann004101,1000,ds2,02_extracted/uang/1000/ds2_img004106_ann004101.png,ds2_img004106,2022,back,normal,not_applicable,low,diagonal_or_square,low,121.345947265625,1.2317073170731707,0.323515625,True
ds4_img006974_ann008452,1000,ds4,02_extracted/uang/1000/ds4_img006974_ann008452.png,ds4_img006974,2016,back,lusuh,not_applicable,low,horizontal,medium,110.55425262451172,2.0248756218905473,0.40760024713010207,True
ds5_img017457_ann018546,1000,ds5,02_extracted/uang/1000/ds5_img017457_ann018546.png,ds5_img017457,2022,front,normal,not_applicable,low,horizontal,medium,100.07286071777344,1.6414675746034189,0.6092109375,True
ds6_img023005_ann024097,1000,ds6,02_extracted/uang/1000/ds6_img023005_ann024097.png,ds6_img023005,2022,front,lusuh,not_applicable,medium,horizontal,high,130.28189086914062,1.562210005532385,0.7905044016590118,True
ds7_img027221_ann028319,1000,ds7,02_extracted/uang/1000/ds7_img027221_ann028319.png,ds7_img027221,unknown,unknown,lusuh,not_applicable,high,diagonal_or_square,high,153.77108764648438,1.1999835607430545,0.6937946640625,True
ds8_img028022_ann029120,1000,ds8,02_extracted/uang/1000/ds8_img028022_ann029120.png,ds8_img028022,2022,back,normal,not_applicable,high,horizontal,high,161.72174072265625,1.2770935852372582,0.646051712890625,True
ds9_img032755_ann033544,1000,ds9,02_extracted/uang/1000/ds9_img032755_ann033544.png,ds9_img032755,2022,back,lusuh,not_applicable,medium,horizontal,medium,149.2058868408203,1.7877358490566038,0.44136474609375,True
ds1_img000801_ann000801,1000,ds1,02_extracted/uang/1000/ds1_img000801_ann000801.png,ds1_img000801,2016,back,terlipat,not_applicable,low,horizontal,low,78.34451293945312,4.009677419354839,0.16683552415094993,True
ds10_img002356_ann002356,1000,ds10,02_extracted/uang/1000/ds10_img002356_ann002356.png,ds10_img002356,2022,back,normal,not_applicable,low,horizontal,low,93.69622039794922,1.8192594119617596,0.3511180571575035,True
ds2_img004047_ann004042,1000,ds2,02_extracted/uang/1000/ds2_img004047_ann004042.png,ds2_img004047,2022,front,normal,not_applicable,medium,horizontal,low,146.5577392578125,2.6872037914691944,0.129814453125,True
ds4_img007179_ann008657,1000,ds4,02_extracted/uang/1000/ds4_img007179_ann008657.png,ds4_img007179,2022,front,lusuh,not_applicable,high,vertical,high,167.16583251953125,0.7372893129394682,0.7316322943638393,True
ds5_img014346_ann015435,1000,ds5,02_extracted/uang/1000/ds5_img014346_ann015435.png,ds5_img014346,2022,back,normal,not_applicable,low,diagonal_or_square,medium,110.7260971069336,1.044060307388109,0.40073419419921874,True
ds6_img023473_ann024565,1000,ds6,02_extracted/uang/1000/ds6_img023473_ann024565.png,ds6_img023473,2022,front,lusuh,not_applicable,high,diagonal_or_square,low,156.1640625,1.2245478879092695,0.06654071922634548,True
ds7_img026692_ann027790,1000,ds7,02_extracted/uang/1000/ds7_img026692_ann027790.png,ds7_img026692,unknown,unknown,lusuh,not_applicable,low,vertical,high,62.816524505615234,0.7628241529434033,0.7484937890625,True
ds8_img030040_ann031138,1000,ds8,02_extracted/uang/1000/ds8_img030040_ann031138.png,ds8_img030040,2022,front,terlipat,not_applicable,high,diagonal_or_square,high,163.00030517578125,1.0,1.0,True
ds9_img038862_ann038779,1000,ds9,02_extracted/uang/1000/ds9_img038862_ann038779.png,ds9_img038862,2022,back,lusuh,not_applicable,high,vertical,high,163.88992309570312,0.7278481012658228,0.709765625,True
ds1_img000428_ann000428,1000,ds1,02_extracted/uang/1000/ds1_img000428_ann000428.png,ds1_img000428,2022,front,normal,not_applicable,medium,horizontal,high,148.0623321533203,1.847985347985348,0.9340311686197916,True
ds10_img003366_ann003365,1000,ds10,02_extracted/uang/1000/ds10_img003366_ann003365.png,ds10_img003366,2022,front,terlipat,not_applicable,medium,vertical,low,136.2089385986328,0.7018131724933915,0.25953717800845827,True
ds2_img004274_ann004269,1000,ds2,02_extracted/uang/1000/ds2_img004274_ann004269.png,ds2_img004274,2022,back,normal,not_applicable,medium,horizontal,low,124.08751678466797,1.8181818181818181,0.16137152777777777,True
ds4_img013715_ann014927,1000,ds4,02_extracted/uang/1000/ds4_img013715_ann014927.png,ds4_img013715,2022,front,lusuh,not_applicable,high,horizontal,medium,189.25808715820312,1.837837837837838,0.4512914540816326,True
ds5_img018586_ann019675,1000,ds5,02_extracted/uang/1000/ds5_img018586_ann019675.png,ds5_img018586,2022,back,normal,not_applicable,high,horizontal,low,177.20657348632812,1.3867444219993967,0.04052237974121094,True
ds6_img023414_ann024506,1000,ds6,02_extracted/uang/1000/ds6_img023414_ann024506.png,ds6_img023414,2022,back,terlipat,not_applicable,medium,diagonal_or_square,medium,133.4996795654297,0.8945349952061361,0.5068328125,True
ds7_img026261_ann027359,1000,ds7,02_extracted/uang/1000/ds7_img026261_ann027359.png,ds7_img026261,unknown,unknown,lusuh,not_applicable,low,diagonal_or_square,high,20.347347259521484,1.0756728546932082,0.7559482968750001,True
ds8_img030285_ann031383,1000,ds8,02_extracted/uang/1000/ds8_img030285_ann031383.png,ds8_img030285,2022,front,terlipat,not_applicable,high,diagonal_or_square,high,155.52366638183594,1.0,1.0,True
ds9_img035255_ann035659,1000,ds9,02_extracted/uang/1000/ds9_img035255_ann035659.png,ds9_img035255,2022,front,lusuh,not_applicable,medium,horizontal,medium,148.90701293945312,1.8667736757624398,0.4422296142578125,True
ds1_img001547_ann001547,1000,ds1,02_extracted/uang/1000/ds1_img001547_ann001547.png,ds1_img001547,2022,back,normal,not_applicable,high,horizontal,medium,159.25564575195312,1.8495212038303694,0.4189012315538194,True
ds10_img003608_ann003604,1000,ds10,02_extracted/uang/1000/ds10_img003608_ann003604.png,ds10_img003608,2022,front,normal,not_applicable,medium,horizontal,medium,133.60987854003906,1.6761904761904762,0.3908652921953095,True
ds2_img004574_ann004570,1000,ds2,02_extracted/uang/1000/ds2_img004574_ann004570.png,ds2_img004574,2022,front,normal,not_applicable,medium,horizontal,low,144.8645782470703,1.8668478260869565,0.2743229166666667,True
ds4_img007947_ann009412,1000,ds4,02_extracted/uang/1000/ds4_img007947_ann009412.png,ds4_img007947,2016,back,lusuh,not_applicable,high,horizontal,low,172.99618530273438,2.0423280423280423,0.36349051339285715,True
ds5_img018495_ann019584,1000,ds5,02_extracted/uang/1000/ds5_img018495_ann019584.png,ds5_img018495,2022,front,normal,not_applicable,low,diagonal_or_square,medium,107.64347076416016,0.9752266234708415,0.42081745204101556,True
ds6_img024593_ann025685,1000,ds6,02_extracted/uang/1000/ds6_img024593_ann025685.png,ds6_img024593,2022,back,normal,not_applicable,high,horizontal,medium,176.1294403076172,1.7973231357552581,0.40008138020833334,True
ds7_img026898_ann027996,1000,ds7,02_extracted/uang/1000/ds7_img026898_ann027996.png,ds7_img026898,unknown,unknown,lusuh,not_applicable,low,diagonal_or_square,high,81.9156265258789,1.0678471128159461,0.8890277753906249,True
ds8_img030473_ann031571,1000,ds8,02_extracted/uang/1000/ds8_img030473_ann031571.png,ds8_img030473,2022,front,normal,not_applicable,high,vertical,high,175.77914428710938,0.6974625894599871,0.64361875,True
ds9_img038659_ann038593,1000,ds9,02_extracted/uang/1000/ds9_img038659_ann038593.png,ds9_img038659,2016,back,lusuh,not_applicable,low,horizontal,medium,118.82569885253906,1.8991735537190082,0.4242828369140625,True
ds1_img000170_ann000170,1000,ds1,02_extracted/uang/1000/ds1_img000170_ann000170.png,ds1_img000170,2022,front,normal,not_applicable,medium,horizontal,low,139.366455078125,1.8538732394366197,0.253509521484375,True
ds10_img002192_ann002192,1000,ds10,02_extracted/uang/1000/ds10_img002192_ann002192.png,ds10_img002192,2022,back,lusuh,not_applicable,medium,horizontal,low,125.6839828491211,1.6918818159861777,0.3533538094322696,True
ds2_img004539_ann004535,1000,ds2,02_extracted/uang/1000/ds2_img004539_ann004535.png,ds2_img004539,2022,front,normal,not_applicable,medium,horizontal,low,144.79721069335938,1.6109660574412532,0.2564138454861111,True
ds4_img007215_ann008693,1000,ds4,02_extracted/uang/1000/ds4_img007215_ann008693.png,ds4_img007215,2016,front,lusuh,not_applicable,low,horizontal,medium,92.03236389160156,1.5375867063038342,0.5274059717793368,True
ds5_img020090_ann021179,1000,ds5,02_extracted/uang/1000/ds5_img020090_ann021179.png,ds5_img020090,2022,front,normal,not_applicable,low,horizontal,medium,103.6668930053711,1.3418928368675092,0.5518449022485351,True
ds6_img023423_ann024515,1000,ds6,02_extracted/uang/1000/ds6_img023423_ann024515.png,ds6_img023423,2022,back,terlipat,not_applicable,medium,diagonal_or_square,high,146.61300659179688,0.8689716666666667,0.6517287500000001,True
ds7_img027337_ann028435,1000,ds7,02_extracted/uang/1000/ds7_img027337_ann028435.png,ds7_img027337,unknown,unknown,lusuh,not_applicable,low,diagonal_or_square,high,36.6233024597168,1.0554517357866744,0.798068158203125,True
ds8_img029414_ann030512,1000,ds8,02_extracted/uang/1000/ds8_img029414_ann030512.png,ds8_img029414,2022,front,terlipat,not_applicable,medium,diagonal_or_square,high,152.7398681640625,1.011804917688089,0.9883328124999999,True
ds9_img038373_ann038340,1000,ds9,02_extracted/uang/1000/ds9_img038373_ann038340.png,ds9_img038373,2022,front,lusuh,not_applicable,high,horizontal,medium,189.30487060546875,1.7928348909657321,0.451014404296875,True
ds1_img000819_ann000819,1000,ds1,02_extracted/uang/1000/ds1_img000819_ann000819.png,ds1_img000819,2022,front,normal,not_applicable,high,horizontal,medium,153.60455322265625,1.824607329842932,0.4514126247829861,True
ds1_img001499_ann001499,2000,ds1,02_extracted/uang/2000/ds1_img001499_ann001499.png,ds1_img001499,2022,back,normal,not_applicable,high,horizontal,medium,163.23895263671875,1.8955223880597014,0.4363967047797309,True
ds10_img003296_ann003295,2000,ds10,02_extracted/uang/2000/ds10_img003296_ann003295.png,ds10_img003296,2022,front,normal,not_applicable,high,horizontal,low,169.08277893066406,1.8636363636363635,0.18494569895859578,True
ds4_img008242_ann009704,2000,ds4,02_extracted/uang/2000/ds4_img008242_ann009704.png,ds4_img008242,2016,front,lusuh,not_applicable,low,horizontal,medium,119.91625213623047,2.0240384615384617,0.43630420918367346,True
ds5_img020601_ann021690,2000,ds5,02_extracted/uang/2000/ds5_img020601_ann021690.png,ds5_img020601,2022,back,lusuh,not_applicable,high,horizontal,low,157.57769775390625,1.4629218649712767,0.3502692985327148,True
ds6_img024841_ann025933,2000,ds6,02_extracted/uang/2000/ds6_img024841_ann025933.png,ds6_img024841,2022,back,lusuh,not_applicable,medium,horizontal,low,145.2340087890625,1.250730247930543,0.05313934676215277,True
ds7_img026738_ann027836,2000,ds7,02_extracted/uang/2000/ds7_img026738_ann027836.png,ds7_img026738,unknown,unknown,lusuh,not_applicable,low,diagonal_or_square,high,97.27833557128906,0.982660572863971,0.788400447265625,True
ds8_img030237_ann031335,2000,ds8,02_extracted/uang/2000/ds8_img030237_ann031335.png,ds8_img030237,2022,front,terlipat,not_applicable,high,diagonal_or_square,high,157.23013305664062,0.9483328125,0.9483328125,True
ds9_img032878_ann033643,2000,ds9,02_extracted/uang/2000/ds9_img032878_ann033643.png,ds9_img032878,2022,back,lusuh,not_applicable,medium,horizontal,medium,150.1664276123047,2.013961605584642,0.403590087890625,True
ds1_img001606_ann001606,2000,ds1,02_extracted/uang/2000/ds1_img001606_ann001606.png,ds1_img001606,2022,front,normal,not_applicable,medium,horizontal,high,146.90243530273438,1.900763358778626,0.8848470052083334,True
ds10_img002423_ann002423,2000,ds10,02_extracted/uang/2000/ds10_img002423_ann002423.png,ds10_img002423,2022,front,terlipat,not_applicable,low,diagonal_or_square,low,41.335289001464844,1.2189349112426036,0.28552991412614426,True
ds4_img010456_ann011817,2000,ds4,02_extracted/uang/2000/ds4_img010456_ann011817.png,ds4_img010456,2016,front,lusuh,not_applicable,low,vertical,medium,81.72428894042969,0.5376674438371646,0.47523187972337366,True
ds5_img020705_ann021794,2000,ds5,02_extracted/uang/2000/ds5_img020705_ann021794.png,ds5_img020705,2022,front,normal,not_applicable,low,horizontal,low,125.9104995727539,1.3900744799907383,0.14584565203125,True
ds6_img023041_ann024133,2000,ds6,02_extracted/uang/2000/ds6_img023041_ann024133.png,ds6_img023041,2022,front,normal,not_applicable,low,diagonal_or_square,low,125.47854614257812,0.9002436790099317,0.2619473711242676,True
ds7_img026153_ann027251,2000,ds7,02_extracted/uang/2000/ds7_img026153_ann027251.png,ds7_img026153,unknown,unknown,lusuh,not_applicable,high,diagonal_or_square,high,174.60752868652344,0.9635955945393392,0.86541637890625,True
ds8_img028717_ann029815,2000,ds8,02_extracted/uang/2000/ds8_img028717_ann029815.png,ds8_img028717,2022,back,normal,not_applicable,high,vertical,high,157.62567138671875,0.7424999999999999,0.7425,True
ds9_img038298_ann038276,2000,ds9,02_extracted/uang/2000/ds9_img038298_ann038276.png,ds9_img038298,2022,back,lusuh,not_applicable,high,vertical,medium,179.50540161132812,0.5223367697594502,0.431953125,True
ds1_img000071_ann000071,2000,ds1,02_extracted/uang/2000/ds1_img000071_ann000071.png,ds1_img000071,2022,front,normal,not_applicable,high,horizontal,medium,155.5603790283203,1.8611111111111112,0.49481201171875,True
ds10_img003332_ann003331,2000,ds10,02_extracted/uang/2000/ds10_img003332_ann003331.png,ds10_img003332,2022,front,terlipat,not_applicable,low,diagonal_or_square,low,22.036706924438477,0.8016528925619835,0.09626198087259595,True
ds4_img005881_ann007363,2000,ds4,02_extracted/uang/2000/ds4_img005881_ann007363.png,ds4_img005881,2016,back,lusuh,not_applicable,medium,vertical,high,133.64035034179688,0.6318039833526095,0.6073043156489157,True
ds5_img018993_ann020082,2000,ds5,02_extracted/uang/2000/ds5_img018993_ann020082.png,ds5_img018993,2022,front,normal,not_applicable,low,diagonal_or_square,medium,111.09693145751953,1.1800791821188734,0.45885041425781253,True
ds6_img024951_ann026043,2000,ds6,02_extracted/uang/2000/ds6_img024951_ann026043.png,ds6_img024951,2022,front,normal,not_applicable,high,diagonal_or_square,high,161.17018127441406,0.948152089261067,0.6727515151359375,True
ds7_img026490_ann027588,2000,ds7,02_extracted/uang/2000/ds7_img026490_ann027588.png,ds7_img026490,unknown,unknown,lusuh,not_applicable,high,diagonal_or_square,high,155.6894989013672,1.0395666509656147,0.89682651953125,True
ds8_img030233_ann031331,2000,ds8,02_extracted/uang/2000/ds8_img030233_ann031331.png,ds8_img030233,2022,front,terlipat,not_applicable,medium,diagonal_or_square,high,134.36331176757812,0.9199999999999999,0.92,True
ds9_img038633_ann038572,2000,ds9,02_extracted/uang/2000/ds9_img038633_ann038572.png,ds9_img038633,unknown,unknown,lusuh,not_applicable,medium,horizontal,low,130.56735229492188,2.2598425196850394,0.355947265625,True
ds1_img000617_ann000617,2000,ds1,02_extracted/uang/2000/ds1_img000617_ann000617.png,ds1_img000617,2022,back,normal,not_applicable,medium,horizontal,medium,147.0355682373047,1.8364312267657992,0.5639620420773871,True
ds10_img002932_ann002931,2000,ds10,02_extracted/uang/2000/ds10_img002932_ann002931.png,ds10_img002932,2022,back,terlipat,not_applicable,medium,diagonal_or_square,low,126.63450622558594,0.9349112426035503,0.21899867199966405,True
ds4_img011174_ann012463,2000,ds4,02_extracted/uang/2000/ds4_img011174_ann012463.png,ds4_img011174,2016,front,lusuh,not_applicable,low,horizontal,low,100.10543060302734,2.2596685082872927,0.3688466597576531,True
ds5_img014870_ann015959,2000,ds5,02_extracted/uang/2000/ds5_img014870_ann015959.png,ds5_img014870,2022,front,normal,not_applicable,medium,vertical,low,134.9807891845703,0.6410146063777206,0.3447978434765625,True
